,Measurement Basis,TT,TR,RT,RR
0,H,18873,57304,20794,48368
1,D,27109,50168,20265,51577
2,R,64648,5782,74580,11900
3,V,50628,23152,67555,17846
4,A,41866,31634,70076,14435
5,L,4827,74642,17335,52815
