,Measurement Basis,TT,TR,RT,RR
0,H,122147,22026,153667,17706
1,D,122546,22623,140295,29138
2,R,69096,77394,111075,53392
3,V,21418,126387,32422,112008
4,A,21355,126825,36179,112573
5,L,74362,71935,62612,89309
