Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,38014,41010,42331,35665,80345,76675
1,D,4666,79547,722,66259,5388,145806
2,R,53820,22415,46158,33922,99978,56337
3,V,34554,44593,44270,33709,78824,78302
4,A,66886,5918,88033,1085,154919,7003
5,L,19203,62811,44687,34632,63890,97443
