,Measurement Basis,TT,TR,RT,RR
0,H,38014,41010,42331,35665
1,D,4666,79547,722,66259
2,R,53820,22415,46158,33922
3,V,34554,44593,44270,33709
4,A,66886,5918,88033,1085
5,L,19203,62811,44687,34632
