data_dir,repetition,C,DB_H,DB_V,SB,N
2025-06-01--02h-34m-20s,0,0.5,1.0,2.0,0.0,3.5
2025-06-01--02h-34m-20s,1,2.0,0.0,1.0,0.0,3.0
2025-06-01--02h-34m-20s,2,0.5,0.0,1.0,0.0,1.5
2025-06-01--02h-34m-20s,3,2.0,0.0,0.0,0.0,2.0
2025-06-01--02h-34m-20s,4,1.5,1.0,1.0,0.0,3.5
2025-06-01--02h-34m-20s,6,1.5,0.0,1.0,0.0,2.5
2025-06-01--02h-34m-20s,7,0.5,1.0,0.0,0.0,1.5
2025-06-01--02h-34m-20s,8,0.5,0.0,0.0,0.0,0.5
2025-06-01--02h-34m-20s,9,2.0,0.0,0.0,0.0,2.0
2025-06-01--02h-34m-20s,10,1.5,0.0,2.0,0.0,3.5
2025-06-01--02h-34m-20s,11,2.5,0.0,0.0,0.0,2.5
2025-06-01--02h-34m-20s,12,0.5,0.0,1.0,0.0,1.5
2025-06-01--02h-34m-20s,13,2.5,1.0,1.0,0.0,4.5
2025-06-01--02h-34m-20s,14,2.5,1.0,0.0,0.0,3.5
2025-06-01--02h-34m-20s,15,2.5,1.0,1.0,0.0,4.5
2025-06-01--02h-34m-20s,16,0.5,2.0,0.0,0.0,2.5
2025-06-01--02h-34m-20s,17,1.0,0.0,0.0,0.0,1.0
2025-06-01--02h-34m-20s,18,1.0,2.0,0.0,0.0,3.0
2025-06-01--02h-34m-20s,19,0.5,0.0,0.0,0.0,0.5
2025-06-01--02h-34m-20s,20,0.5,1.0,1.0,0.0,2.5
2025-06-01--02h-34m-20s,21,1.0,1.0,0.0,0.0,2.0
2025-06-01--02h-34m-20s,22,1.5,1.0,1.0,0.0,3.5
2025-06-01--02h-34m-20s,23,3.5,2.0,0.0,0.0,5.5
2025-06-01--02h-34m-20s,24,2.0,0.0,0.0,0.0,2.0
2025-06-01--02h-34m-20s,25,0.5,0.0,0.0,0.0,0.5
2025-06-01--02h-34m-20s,26,1.5,3.0,0.0,0.0,4.5
2025-06-01--02h-34m-20s,27,2.0,2.0,2.0,0.0,6.0
2025-06-01--02h-34m-20s,28,1.0,1.0,0.0,0.0,2.0
2025-06-01--02h-34m-20s,29,1.5,2.0,1.0,0.0,4.5
