,Measurement Basis,TT,TR,RT,RR
0,H,4448,114020,6096,98521
1,D,60856,48212,70442,50366
2,R,67250,39143,96962,29065
3,V,96049,5401,127482,5223
4,A,39478,71748,65165,54291
5,L,33054,79413,40345,73191
