Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,4448,114020,6096,98521,10544,212541
1,D,60856,48212,70442,50366,131298,98578
2,R,67250,39143,96962,29065,164212,68208
3,V,96049,5401,127482,5223,223531,10624
4,A,39478,71748,65165,54291,104643,126039
5,L,33054,79413,40345,73191,73399,152604
