Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,75861,461,87400,1192,163261,1653
1,D,37726,46167,41108,35804,78834,81971
2,R,38989,46307,41026,37061,80015,83368
3,V,250,90350,603,64171,853,154521
4,A,39782,45538,45044,33746,84826,79284
5,L,38493,46077,43713,34308,82206,80385
