,Measurement Basis,TT,TR,RT,RR
0,H,83063,17142,114410,16389
1,D,24757,87067,20816,89292
2,R,73018,30247,76223,46210
3,V,13799,98524,16800,90267
4,A,72016,30463,108160,19597
5,L,24779,87352,53272,64515
