Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,83063,17142,114410,16389,197473,33531
1,D,24757,87067,20816,89292,45573,176359
2,R,73018,30247,76223,46210,149241,76457
3,V,13799,98524,16800,90267,30599,188791
4,A,72016,30463,108160,19597,180176,50060
5,L,24779,87352,53272,64515,78051,151867
