Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,11176,67971,12085,57353,23261,125324
1,D,19715,58328,19418,53319,39133,111647
2,R,55519,17715,62040,23610,117559,41325
3,V,59242,13867,77437,11600,136679,25467
4,A,49964,23418,73668,13287,123632,36705
5,L,15314,64955,33965,43354,49279,108309
