,Measurement Basis,TT,TR,RT,RR
0,H,11176,67971,12085,57353
1,D,19715,58328,19418,53319
2,R,55519,17715,62040,23610
3,V,59242,13867,77437,11600
4,A,49964,23418,73668,13287
5,L,15314,64955,33965,43354
