,Measurement Basis,TT,TR,RT,RR
0,H,44526,79787,44676,66146
1,D,105136,16620,90639,32027
2,R,99030,24216,126368,6726
3,V,79642,44070,94112,30904
4,A,16208,107514,43845,68047
5,L,23931,99723,10186,93098
