,Measurement Basis,TT,TR,RT,RR
0,H,57929,53831,64729,51435
1,D,7882,103155,714,103861
2,R,83640,29865,64670,52208
3,V,55720,56058,59075,55964
4,A,104235,8142,127797,1161
5,L,29239,81511,64641,52306
