Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,57929,53831,64729,51435,122658,105266
1,D,7882,103155,714,103861,8596,207016
2,R,83640,29865,64670,52208,148310,82073
3,V,55720,56058,59075,55964,114795,112022
4,A,104235,8142,127797,1161,232032,9303
5,L,29239,81511,64641,52306,93880,133817
