,Measurement Basis,TT,TR,RT,RR
0,H,40095,37538,46034,31752
1,D,57243,16378,51646,28224
2,R,64371,9642,87313,1736
3,V,32278,46275,44267,33547
4,A,13813,67307,36080,39724
5,L,8037,73982,1172,65437
