,Measurement Basis,TT,TR,RT,RR
0,H,67135,57556,69214,45900
1,D,125550,913,127463,5574
2,R,59042,67586,93919,30993
3,V,58676,67991,70930,47523
4,A,648,125361,6425,96703
5,L,66701,58427,39884,70036
