,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,28726,1127,0,33327,0,0,1817,0,27484,670,627,29922,0,0,0,0,2458,1,5,0,5
1,6.7,29094,1113,0,33707,0,0,1823,0,27296,654,608,29818,0,0,0,0,2439,5,1,0,5
2,7.1,28966,1102,0,33770,0,0,1939,0,27458,660,659,29567,0,0,0,0,2646,2,1,0,5
3,7.5,28673,1170,0,33400,0,0,1894,0,27215,578,628,29571,0,0,0,0,2450,4,0,0,5
4,7.9,28763,1106,0,33514,0,0,1917,0,27412,609,611,29819,0,0,0,0,2564,1,3,0,5
5,8.3,28784,1121,0,33746,0,0,1849,0,27467,648,612,29461,0,0,0,0,2522,1,1,0,5
6,8.7,28799,1149,0,33517,0,0,1902,0,26790,589,622,29281,0,0,0,0,2506,1,4,0,5
7,9.1,28471,1072,0,33394,0,0,1854,0,27044,649,618,29551,0,0,0,0,2561,2,0,0,5
8,9.5,28691,1120,0,33485,0,0,1987,0,27004,655,610,29316,0,0,0,0,2313,4,2,0,5
9,9.9,28469,1121,0,32715,0,0,1825,0,26665,670,650,28558,0,0,0,0,1250,2,0,0,5
10,9.95,28039,1158,0,32532,0,0,1839,0,26794,683,616,28412,0,0,0,0,1006,5,1,0,5
11,10.0,28191,1126,0,32440,0,0,1922,0,26455,619,629,29011,0,0,0,0,810,0,2,0,5
12,10.05,28060,1080,0,32049,0,0,1859,0,26700,609,635,28520,0,0,0,0,632,0,0,0,5
13,10.1,28412,1075,0,32754,0,0,1768,0,26240,604,642,28605,0,0,0,0,471,0,1,0,5
14,10.15,27793,1097,0,32043,0,0,1813,0,26336,635,600,28276,0,0,0,0,293,3,0,0,5
15,10.2,27950,1034,0,32491,0,0,1886,0,26192,640,625,28099,0,0,0,0,182,0,1,0,5
16,10.25,27883,1185,0,32123,0,0,1861,0,26660,615,586,28478,0,0,0,0,84,0,1,0,5
17,10.3,27909,1143,0,32402,0,0,1865,0,26294,637,589,28291,0,0,0,0,69,2,1,0,5
18,10.35,27895,1095,0,32421,0,0,1839,0,26387,608,591,28697,0,0,0,0,63,0,0,0,5
19,10.4,27750,1101,0,32140,0,0,1791,0,26486,636,631,28710,0,0,0,0,127,1,2,0,5
20,10.45,28157,1161,0,32498,0,0,1826,0,26418,644,604,28421,0,0,0,0,206,2,0,0,5
21,10.5,28034,1094,0,32432,0,0,1992,0,26401,621,603,28602,0,0,0,0,336,1,0,0,5
22,10.55,28134,1096,0,32456,0,0,1835,0,26677,675,613,28468,0,0,0,0,500,1,0,0,5
23,10.6,28071,1134,0,32561,0,0,1836,0,26611,649,653,28395,0,0,0,0,721,4,2,0,5
24,10.65,28317,1127,0,32647,0,0,1815,0,26865,634,625,29039,0,0,0,0,927,2,1,0,5
25,10.7,28311,1080,0,32717,0,0,1856,0,26886,646,610,28614,0,0,0,0,1077,0,0,0,5
26,10.75,28409,1124,0,33001,0,0,1800,0,27070,594,605,28951,0,0,0,0,1341,0,2,0,5
27,11.1,28479,1145,0,33342,0,0,1846,0,27129,657,619,29431,0,0,0,0,2181,0,0,0,5
28,11.5,28680,1134,0,33081,0,0,1875,0,27308,574,665,29078,0,0,0,0,2489,1,2,0,5
29,11.9,28236,1086,0,33325,0,0,1901,0,27307,690,662,29143,0,0,0,0,2399,3,3,0,5
30,12.3,28501,1117,0,33247,0,0,1974,0,27040,641,633,29367,0,0,0,0,2543,1,0,0,5
31,12.7,28724,1022,0,33163,0,0,1839,0,26910,590,604,29194,0,0,0,0,2476,3,3,0,5
32,13.1,28451,1092,0,33328,0,0,1822,0,26863,599,591,29264,0,0,0,0,2468,0,2,0,5
33,13.5,28456,1067,0,33416,0,0,1816,0,26905,637,630,28985,0,0,0,0,2526,1,0,0,5
34,13.9,28554,1154,0,33544,0,0,1792,0,27090,598,615,29330,0,0,0,0,2441,1,1,0,5
35,14.3,28412,1072,0,33400,0,0,1847,0,26609,592,613,28960,0,0,0,0,2457,3,1,0,5
