Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,43599,80518,45083,66424,88682,146942
1,D,117283,6412,111033,18173,228316,24585
2,R,81257,43461,114940,16193,196197,59654
3,V,79755,43300,94727,29880,174482,73180
4,A,5944,117250,24965,83286,30909,200536
5,L,43453,81111,22850,83830,66303,164941
