,Measurement Basis,TT,TR,RT,RR
0,H,124884,4808,123249,4461
1,D,81505,48286,70081,45158
2,R,80435,50833,83386,36233
3,V,4618,124889,6490,90892
4,A,47418,83296,55171,56129
5,L,50139,81606,40916,67368
