,Measurement Basis,TT,TR,RT,RR
0,H,31327,82042,43089,71304
1,D,72267,33434,67882,52558
2,R,90772,11752,131242,3462
3,V,69847,36971,93430,33451
4,A,27326,86954,66631,54579
5,L,10099,107184,5910,102908
