,Measurement Basis,TT,TR,RT,RR
0,H,41218,81183,44144,66081
1,D,112882,9878,129022,3994
2,R,36314,86565,71031,48365
3,V,82232,41392,97729,28151
4,A,9659,112370,6303,95977
5,L,86167,36087,64942,51026
