,Measurement Basis,TT,TR,RT,RR
0,H,31935,32850,30359,34619
1,D,39686,25507,52032,12682
2,R,66378,1083,58405,7555
3,V,34642,29996,31938,33211
4,A,25707,37622,12369,52516
5,L,1088,61832,7224,58347
