,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,204,0,21214,0,0,0,0,0,230,0,21733,0,0,0,0,4712,5,5,0,1
1,6.7,0,236,0,21112,0,0,0,0,0,246,0,21928,0,0,0,0,4759,2,2,0,1
2,7.1,0,207,0,21018,0,0,0,0,0,232,0,21691,0,0,0,0,4632,5,3,0,1
3,7.5,0,210,0,21005,0,0,0,0,0,240,0,21600,0,0,0,0,4651,4,3,0,1
4,7.9,0,196,0,21060,0,0,0,0,0,239,0,21568,0,0,0,0,4677,0,1,0,1
5,8.3,0,255,0,20981,0,0,0,0,0,235,0,21622,0,0,0,0,4625,5,5,0,1
6,8.7,0,189,0,21074,0,0,0,0,0,234,0,22002,0,0,0,0,4683,1,4,0,1
7,9.1,0,230,0,20948,0,0,0,0,0,226,0,21916,0,0,0,0,4592,2,4,0,1
8,9.5,0,208,0,20559,0,0,0,0,0,243,0,21367,0,0,0,0,4363,3,3,0,1
9,9.9,0,214,0,19616,0,0,0,0,0,227,0,20131,0,0,0,0,2196,2,0,0,1
10,9.95,0,231,0,19854,0,0,0,0,0,254,0,19988,0,0,0,0,1830,0,1,0,1
11,10.0,0,215,0,19025,0,0,0,0,0,227,0,19738,0,0,0,0,1355,0,0,0,1
12,10.05,0,223,0,19552,0,0,0,0,0,237,0,20289,0,0,0,0,1004,0,0,0,1
13,10.1,0,227,0,18791,0,0,0,0,0,235,0,19338,0,0,0,0,639,0,0,0,1
14,10.15,0,223,0,18767,0,0,0,0,0,246,0,19272,0,0,0,0,379,1,0,0,1
15,10.2,0,200,0,18974,0,0,0,0,0,236,0,19518,0,0,0,0,222,0,1,0,1
16,10.25,0,222,0,18917,0,0,0,0,0,234,0,19764,0,0,0,0,120,1,0,0,1
17,10.3,0,234,0,18752,0,0,0,0,0,192,0,19287,0,0,0,0,100,0,0,0,1
18,10.35,0,201,0,18870,0,0,0,0,0,208,0,19744,0,0,0,0,167,1,0,0,1
19,10.4,0,205,0,18846,0,0,0,0,0,248,0,19770,0,0,0,0,348,1,0,0,1
20,10.45,0,201,0,19177,0,0,0,0,0,224,0,19717,0,0,0,0,562,0,0,0,1
21,10.5,0,245,0,19546,0,0,0,0,0,233,0,19550,0,0,0,0,923,2,1,0,1
22,10.55,0,252,0,19499,0,0,0,0,0,257,0,19899,0,0,0,0,1290,2,2,0,1
23,10.6,0,221,0,19527,0,0,0,0,0,230,0,20250,0,0,0,0,1677,2,1,0,1
24,10.65,0,209,0,20152,0,0,0,0,0,206,0,20562,0,0,0,0,2113,2,0,0,1
25,10.7,0,226,0,19987,0,0,0,0,0,225,0,20647,0,0,0,0,2420,2,2,0,1
26,10.75,0,246,0,20327,0,0,0,0,0,198,0,20752,0,0,0,0,2912,1,3,0,1
27,11.1,0,186,0,20935,0,0,0,0,0,238,0,21795,0,0,0,0,4371,3,2,0,1
28,11.5,0,246,0,20886,0,0,0,0,0,253,0,21613,0,0,0,0,4532,2,5,0,1
29,11.9,0,219,0,20561,0,0,0,0,0,236,0,21251,0,0,0,0,4475,4,3,0,1
30,12.3,0,178,0,20742,0,0,0,0,0,185,0,21457,0,0,0,0,4504,1,4,0,1
31,12.7,0,226,0,20778,0,0,0,0,0,225,0,21270,0,0,0,0,4495,3,1,0,1
32,13.1,0,198,0,20809,0,0,0,0,0,215,0,21428,0,0,0,0,4429,9,3,0,1
33,13.5,0,194,0,20674,0,0,0,0,0,225,0,21646,0,0,0,0,4574,4,2,0,1
34,13.9,0,192,0,20936,0,0,0,0,0,233,0,21759,0,0,0,0,4535,3,3,0,1
35,14.3,0,208,0,20890,0,0,0,0,0,223,0,21562,0,0,0,0,4531,4,3,0,1
