data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-30m-20s,2.5,12.0,52.0,53.5,120.0
2025-05-23--18h-30m-20s,2.0,16.0,49.0,53.0,120.0
2025-05-23--18h-30m-20s,2.5,16.0,56.0,45.5,120.0
2025-05-23--18h-30m-20s,3.0,15.0,48.0,54.0,120.0
2025-05-23--18h-30m-20s,1.5,24.0,49.0,45.5,120.0
2025-05-23--18h-30m-20s,4.0,17.0,49.0,50.0,120.0
2025-05-23--18h-30m-20s,3.0,18.0,45.0,54.0,120.0
2025-05-23--18h-30m-20s,1.5,15.0,63.0,40.5,120.0
2025-05-23--18h-30m-20s,1.0,12.0,52.0,55.0,120.0
2025-05-23--18h-30m-20s,1.5,20.0,49.0,49.5,120.0
2025-05-23--18h-30m-20s,0.5,21.0,51.0,47.5,120.0
2025-05-23--18h-30m-20s,2.0,21.0,42.0,55.0,120.0
2025-05-23--18h-30m-20s,2.0,18.0,55.0,45.0,120.0
2025-05-23--18h-30m-20s,3.0,17.0,61.0,39.0,120.0
2025-05-23--18h-30m-20s,1.5,18.0,60.0,40.5,120.0
2025-05-23--18h-30m-20s,3.5,15.0,46.0,55.5,120.0
2025-05-23--18h-30m-20s,4.0,16.0,51.0,49.0,120.0
2025-05-23--18h-30m-20s,1.5,24.0,40.0,54.5,120.0
2025-05-23--18h-30m-20s,2.0,12.0,54.0,52.0,120.0
2025-05-23--18h-30m-20s,0.0,22.0,55.0,43.0,120.0
2025-05-23--18h-30m-20s,1.0,20.0,53.0,46.0,120.0
2025-05-23--18h-30m-20s,2.0,18.0,53.0,47.0,120.0
2025-05-23--18h-30m-20s,0.5,11.0,57.0,51.5,120.0
2025-05-23--18h-30m-20s,0.5,18.0,48.0,53.5,120.0
2025-05-23--18h-30m-20s,3.0,14.0,53.0,50.0,120.0
2025-05-23--18h-30m-20s,1.0,23.0,48.0,48.0,120.0
2025-05-23--18h-30m-20s,3.5,16.0,55.0,45.5,120.0
2025-05-23--18h-30m-20s,1.5,25.0,49.0,44.5,120.0
2025-05-23--18h-30m-20s,1.5,17.0,55.0,46.5,120.0
2025-05-23--18h-30m-20s,2.0,18.0,50.0,50.0,120.0
2025-05-23--18h-30m-20s,3.5,24.0,50.0,42.5,120.0
2025-05-23--18h-30m-20s,0.5,16.0,55.0,48.5,120.0
2025-05-23--18h-30m-20s,0.0,14.0,62.0,44.0,120.0
2025-05-23--18h-30m-20s,3.0,17.0,48.0,52.0,120.0
2025-05-23--18h-30m-20s,1.5,23.0,44.0,51.5,120.0
2025-05-23--18h-30m-20s,3.5,17.0,56.0,43.5,120.0
2025-05-23--18h-30m-20s,1.0,23.0,48.0,48.0,120.0
2025-05-23--18h-30m-20s,3.0,15.0,46.0,56.0,120.0
2025-05-23--18h-30m-20s,1.5,13.0,60.0,45.5,120.0
2025-05-23--18h-30m-20s,0.5,14.0,59.0,46.5,120.0
2025-05-23--18h-30m-20s,2.5,14.0,48.0,55.5,120.0
2025-05-23--18h-30m-20s,3.5,24.0,49.0,43.5,120.0
2025-05-23--18h-30m-20s,2.0,14.0,52.0,52.0,120.0
2025-05-23--18h-30m-20s,3.5,18.0,59.0,39.5,120.0
2025-05-23--18h-30m-20s,3.0,24.0,43.0,50.0,120.0
2025-05-23--18h-30m-20s,5.0,16.0,51.0,48.0,120.0
2025-05-23--18h-30m-20s,2.5,21.0,50.0,46.5,120.0
2025-05-23--18h-30m-20s,2.0,25.0,48.0,45.0,120.0
2025-05-23--18h-30m-20s,0.5,9.0,56.0,54.5,120.0
2025-05-23--18h-30m-20s,2.5,17.0,49.0,51.5,120.0
2025-05-23--18h-30m-20s,2.5,18.0,43.0,56.5,120.0
2025-05-23--18h-30m-20s,2.0,13.0,52.0,53.0,120.0
2025-05-23--18h-30m-20s,2.0,21.0,51.0,46.0,120.0
2025-05-23--18h-30m-20s,1.5,12.0,55.0,51.5,120.0
2025-05-23--18h-30m-20s,2.0,17.0,54.0,47.0,120.0
