data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--18h-30m-20s,0,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,2,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,3,0.0,0.0,2.0,0.5,2.5
2025-05-23--18h-30m-20s,4,0.0,0.0,1.0,0.5,1.5
2025-05-23--18h-30m-20s,5,0.5,0.0,0.0,0.0,0.5
2025-05-23--18h-30m-20s,7,0.0,0.0,2.0,0.0,2.0
2025-05-23--18h-30m-20s,8,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,9,0.0,0.0,2.0,0.5,2.5
2025-05-23--18h-30m-20s,10,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,11,0.0,0.0,2.0,0.0,2.0
2025-05-23--18h-30m-20s,12,0.0,0.0,2.0,0.0,2.0
2025-05-23--18h-30m-20s,13,0.5,0.0,1.0,1.0,2.5
2025-05-23--18h-30m-20s,14,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,15,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,16,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,17,0.0,1.0,2.0,0.5,3.5
2025-05-23--18h-30m-20s,18,0.5,0.0,0.0,0.5,1.0
2025-05-23--18h-30m-20s,20,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,21,0.0,0.0,1.0,0.5,1.5
2025-05-23--18h-30m-20s,22,0.0,0.0,0.0,1.0,1.0
2025-05-23--18h-30m-20s,23,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,24,0.0,0.0,0.0,2.0,2.0
2025-05-23--18h-30m-20s,25,0.0,0.0,1.0,0.5,1.5
2025-05-23--18h-30m-20s,26,0.0,1.0,0.0,0.5,1.5
2025-05-23--18h-30m-20s,27,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,28,0.0,0.0,1.0,1.0,2.0
2025-05-23--18h-30m-20s,30,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,31,0.0,1.0,1.0,0.0,2.0
2025-05-23--18h-30m-20s,33,0.0,0.0,0.0,2.0,2.0
2025-05-23--18h-30m-20s,35,0.0,0.0,0.0,2.0,2.0
2025-05-23--18h-30m-20s,37,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,38,0.0,0.0,1.0,0.5,1.5
2025-05-23--18h-30m-20s,39,0.0,0.0,2.0,0.5,2.5
2025-05-23--18h-30m-20s,40,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,41,0.0,0.0,2.0,0.5,2.5
2025-05-23--18h-30m-20s,42,0.0,2.0,0.0,0.0,2.0
2025-05-23--18h-30m-20s,43,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,44,0.0,0.0,1.0,0.5,1.5
2025-05-23--18h-30m-20s,45,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,46,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,47,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,48,0.5,0.0,0.0,1.0,1.5
2025-05-23--18h-30m-20s,49,0.0,0.0,0.0,1.5,1.5
2025-05-23--18h-30m-20s,50,0.0,1.0,0.0,0.5,1.5
2025-05-23--18h-30m-20s,51,0.0,0.0,0.0,1.0,1.0
2025-05-23--18h-30m-20s,52,0.0,0.0,0.0,1.0,1.0
2025-05-23--18h-30m-20s,53,0.0,1.0,1.0,1.5,3.5
2025-05-23--18h-30m-20s,54,0.0,0.0,0.0,1.5,1.5
2025-05-23--18h-30m-20s,55,0.0,0.0,1.0,0.0,1.0
2025-05-23--18h-30m-20s,56,0.0,0.0,0.0,1.0,1.0
2025-05-23--18h-30m-20s,57,0.0,1.0,0.0,0.5,1.5
2025-05-23--18h-30m-20s,58,0.0,0.0,0.0,1.0,1.0
2025-05-23--18h-30m-20s,59,0.0,0.0,0.0,1.0,1.0
2025-05-23--18h-30m-20s,60,0.0,0.0,0.0,2.5,2.5
2025-05-23--18h-30m-20s,61,0.0,0.0,0.0,0.5,0.5
2025-05-23--18h-30m-20s,62,0.0,0.0,2.0,0.5,2.5
