,Measurement Basis,TT,TR,RT,RR
0,H,110951,1100,132071,916
1,D,57211,55804,62804,55422
2,R,55927,57207,60928,57607
3,V,857,112357,581,101629
4,A,54183,58000,63353,55189
5,L,55865,56896,63603,54862
