data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-31--01h-13m-51s,2.0,25.0,0.0,12.0,39.0,,0.874962499437552,0.38759668665518066
2025-05-31--01h-13m-51s,0.5,29.0,2.0,7.5,39.0,,0.8061141489322264,0.25268025514207865
2025-05-31--01h-13m-51s,2.0,30.0,0.0,8.0,40.0,,0.7227342478134156,0.4636476090008061
2025-05-31--01h-13m-51s,2.0,27.0,0.0,11.5,40.5,,0.8410686705679303,0.39509966728638957
2025-05-31--01h-13m-51s,0.0,34.0,1.0,4.5,39.5,,0.5818578912783727,0.0
2025-05-31--01h-13m-51s,0.0,32.0,2.0,6.5,40.5,,0.7366240020191286,0.0
2025-05-31--01h-13m-51s,0.5,31.0,1.0,7.5,40.0,,0.7227342478134156,0.25268025514207865
2025-05-31--01h-13m-51s,0.5,32.0,1.0,5.5,39.0,,0.6520000651073002,0.2928427717285755
2025-05-31--01h-13m-51s,0.5,30.0,1.0,8.0,39.5,,0.7463422759547231,0.24497866312686414
2025-05-31--01h-13m-51s,0.0,29.0,3.0,8.0,40.0,,0.863211890069541,0.0
2025-05-31--01h-13m-51s,0.5,28.0,0.0,10.5,39.0,,0.7699453419277418,0.21484983307571223
2025-05-31--01h-13m-51s,1.0,33.0,2.0,5.0,41.0,,0.7134667770281875,0.4205343352839651
2025-05-31--01h-13m-51s,0.0,31.0,0.0,8.0,39.0,,0.6520000651073002,0.0
2025-05-31--01h-13m-51s,0.0,27.0,0.0,12.5,39.5,,0.8181888480861389,0.0
2025-05-31--01h-13m-51s,1.0,27.0,0.0,13.0,41.0,,0.8519238357009166,0.2705497629785729
2025-05-31--01h-13m-51s,0.0,28.0,3.0,9.5,40.5,,0.9055106001656404,0.0
2025-05-31--01h-13m-51s,0.0,28.0,1.0,12.0,41.0,,0.8519238357009166,0.0
2025-05-31--01h-13m-51s,1.0,32.0,1.0,7.0,41.0,,0.7134667770281875,0.3613671239067078
2025-05-31--01h-13m-51s,0.5,34.0,1.0,4.5,40.0,,0.6005941268660511,0.3217505543966422
2025-05-31--01h-13m-51s,1.5,32.0,0.0,6.5,40.0,,0.6435011087932843,0.4478323969289325
2025-05-31--01h-13m-51s,0.0,32.0,1.0,8.0,41.0,,0.7134667770281875,0.0
2025-05-31--01h-13m-51s,1.0,29.0,0.0,10.0,40.0,,0.759761932507315,0.30627736916966947
2025-05-31--01h-13m-51s,0.5,28.0,3.0,7.5,39.0,,0.874962499437552,0.25268025514207865
2025-05-31--01h-13m-51s,1.0,29.0,0.0,9.5,39.5,,0.7463422759547231,0.3137278864615954
2025-05-31--01h-13m-51s,0.0,34.0,0.0,7.0,41.0,,0.5929992245193848,0.0
2025-05-31--01h-13m-51s,2.0,27.0,1.0,9.0,39.0,,0.8410686705679303,0.4405106630046985
2025-05-31--01h-13m-51s,1.5,28.0,2.0,9.0,40.5,,0.8737245385719525,0.38759668665518066
2025-05-31--01h-13m-51s,0.0,27.0,0.0,12.5,39.5,,0.8181888480861389,0.0
2025-05-31--01h-13m-51s,2.0,27.0,1.0,9.5,39.5,,0.8523340176183165,0.43017385912083816
2025-05-31--01h-13m-51s,0.5,26.0,1.0,11.5,39.0,,0.874962499437552,0.20556893116117386
2025-05-31--01h-13m-51s,0.0,35.0,0.0,4.5,39.5,,0.48198628332421994,0.0
2025-05-31--01h-13m-51s,1.0,33.0,1.0,6.0,41.0,,0.675350614839544,0.38759668665518066
2025-05-31--01h-13m-51s,1.0,31.0,3.0,4.5,39.5,,0.7829145768346742,0.4405106630046985
2025-05-31--01h-13m-51s,0.0,30.0,0.0,9.0,39.0,,0.6931599075767537,0.0
2025-05-31--01h-13m-51s,3.0,28.0,0.0,8.0,39.0,,0.7699453419277418,0.5494672447576273
2025-05-31--01h-13m-51s,1.0,30.0,1.0,9.0,41.0,,0.7851007213810947,0.3217505543966422
2025-05-31--01h-13m-51s,1.5,28.0,0.0,10.0,39.5,,0.7829145768346742,0.36950893950695884
2025-05-31--01h-13m-51s,0.5,27.0,2.0,10.0,39.5,,0.8854884690858651,0.21998797739545944
2025-05-31--01h-13m-51s,0.5,34.0,1.0,5.0,40.5,,0.6183866418860026,0.30627736916966947
2025-05-31--01h-13m-51s,0.5,31.0,1.0,6.5,39.0,,0.6931599075767537,0.2705497629785729
2025-05-31--01h-13m-51s,0.0,31.0,1.0,7.5,39.5,,0.708261917385097,0.0
2025-05-31--01h-13m-51s,0.5,33.0,0.0,6.0,39.5,,0.5818578912783727,0.28103490150281357
2025-05-31--01h-13m-51s,1.5,33.0,0.0,6.0,40.5,,0.6183866418860026,0.4636476090008061
2025-05-31--01h-13m-51s,1.0,26.0,3.0,9.0,39.0,,0.9400550231552416,0.3217505543966422
2025-05-31--01h-13m-51s,1.0,30.0,1.0,8.5,40.5,,0.7726700702829482,0.3304226479114834
2025-05-31--01h-13m-51s,1.5,29.0,1.0,8.5,40.0,,0.7953988301841436,0.3976994150920718
2025-05-31--01h-13m-51s,1.0,35.0,0.0,5.0,41.0,,0.5478265606068083,0.4205343352839651
2025-05-31--01h-13m-51s,1.5,27.0,0.0,10.5,39.0,,0.8061141489322264,0.3613671239067078
2025-05-31--01h-13m-51s,1.0,27.0,2.0,9.0,39.0,,0.874962499437552,0.3217505543966422
2025-05-31--01h-13m-51s,0.0,33.0,1.0,7.0,41.0,,0.675350614839544,0.0
2025-05-31--01h-13m-51s,0.5,28.0,3.0,7.5,39.0,,0.874962499437552,0.25268025514207865
2025-05-31--01h-13m-51s,0.5,31.0,0.0,8.0,39.5,,0.668406636983758,0.24497866312686414
2025-05-31--01h-13m-51s,0.5,36.0,0.0,3.5,40.0,,0.45102681179626236,0.3613671239067078
2025-05-31--01h-13m-51s,2.0,29.0,0.0,8.5,39.5,,0.7463422759547231,0.4516334410795318
2025-05-31--01h-13m-51s,0.0,31.0,1.0,7.0,39.0,,0.6931599075767537,0.0
2025-05-31--01h-13m-51s,1.0,33.0,0.0,6.0,40.0,,0.6005941268660511,0.38759668665518066
2025-05-31--01h-13m-51s,0.0,30.0,1.0,8.5,39.5,,0.7463422759547231,0.0
2025-05-31--01h-13m-51s,0.5,26.0,2.0,10.5,39.0,,0.9079225031447608,0.21484983307571223
2025-05-31--01h-13m-51s,1.5,29.0,3.0,5.5,39.0,,0.8410686705679303,0.4812753739423435
2025-05-31--01h-13m-51s,1.5,29.0,0.0,9.0,39.5,,0.7463422759547231,0.38759668665518066
2025-05-31--01h-13m-51s,0.0,35.0,0.0,4.0,39.0,,0.45687400353266105,0.0
2025-05-31--01h-13m-51s,1.5,26.0,1.0,10.5,39.0,,0.874962499437552,0.3613671239067078
2025-05-31--01h-13m-51s,1.0,31.0,2.0,5.0,39.0,,0.7323731204105592,0.4205343352839651
2025-05-31--01h-13m-51s,0.5,31.0,1.0,8.0,40.5,,0.7366240020191286,0.24497866312686414
2025-05-31--01h-13m-51s,0.5,29.0,1.0,9.5,40.0,,0.7953988301841436,0.2255134058981312
2025-05-31--01h-13m-51s,0.5,29.0,1.0,9.5,40.0,,0.7953988301841436,0.2255134058981312
2025-05-31--01h-13m-51s,0.0,33.0,0.0,8.0,41.0,,0.6353263859645211,0.0
2025-05-31--01h-13m-51s,0.0,28.0,3.0,8.5,39.5,,0.8854884690858651,0.0
2025-05-31--01h-13m-51s,0.0,34.0,0.0,5.5,39.5,,0.534036437254571,0.0
2025-05-31--01h-13m-51s,1.5,29.0,0.0,8.5,39.0,,0.7323731204105592,0.3976994150920718
2025-05-31--01h-13m-51s,0.0,24.0,4.0,11.5,39.5,,1.039873770650536,0.0
