,Measurement Basis,TT,TR,RT,RR
0,H,49446,57187,70791,49651
1,D,93134,6788,103935,24021
2,R,72265,32642,121626,10708
3,V,49496,59136,68734,52016
4,A,5239,111032,29656,83745
5,L,27213,86172,12042,96356
