data_dir,C',SB,VV,HH,N
2025-07-07--14h-45m-36s,1.0,28.0,88.0,3.0,120.0
2025-07-07--14h-45m-36s,2.0,33.0,83.0,2.0,120.0
2025-07-07--14h-45m-36s,1.0,30.0,86.0,3.0,120.0
2025-07-07--14h-45m-36s,2.0,31.0,86.0,1.0,120.0
2025-07-07--14h-45m-36s,1.0,29.0,88.0,2.0,120.0
2025-07-07--14h-45m-36s,3.0,32.0,83.0,2.0,120.0
2025-07-07--14h-45m-36s,2.0,24.0,90.0,4.0,120.0
2025-07-07--14h-45m-36s,1.0,27.0,89.0,3.0,120.0
2025-07-07--14h-45m-36s,0.0,28.0,91.0,1.0,120.0
2025-07-07--14h-45m-36s,0.0,32.0,87.0,1.0,120.0
2025-07-07--14h-45m-36s,3.0,40.0,76.0,1.0,120.0
2025-07-07--14h-45m-36s,1.0,40.0,77.0,2.0,120.0
2025-07-07--14h-45m-36s,0.0,36.0,82.0,2.0,120.0
2025-07-07--14h-45m-36s,1.0,40.0,76.0,3.0,120.0
2025-07-07--14h-45m-36s,1.0,38.0,78.0,3.0,120.0
2025-07-07--14h-45m-36s,1.0,24.0,91.0,4.0,120.0
2025-07-07--14h-45m-36s,2.0,30.0,88.0,0.0,120.0
2025-07-07--14h-45m-36s,1.0,36.0,81.0,2.0,120.0
2025-07-07--14h-45m-36s,0.0,27.0,87.0,6.0,120.0
2025-07-07--14h-45m-36s,0.0,27.0,89.0,4.0,120.0
2025-07-07--14h-45m-36s,2.0,35.0,78.0,5.0,120.0
2025-07-07--14h-45m-36s,2.0,36.0,80.0,2.0,120.0
2025-07-07--14h-45m-36s,1.0,27.0,89.0,3.0,120.0
2025-07-07--14h-45m-36s,3.0,33.0,82.0,2.0,120.0
2025-07-07--14h-45m-36s,1.0,24.0,94.0,1.0,120.0
2025-07-07--14h-45m-36s,0.0,31.0,86.0,3.0,120.0
2025-07-07--14h-45m-36s,1.0,34.0,84.0,1.0,120.0
2025-07-07--14h-45m-36s,2.0,23.0,91.0,4.0,120.0
2025-07-07--14h-45m-36s,0.0,32.0,84.0,4.0,120.0
2025-07-07--14h-45m-36s,1.0,40.0,79.0,0.0,120.0
2025-07-07--14h-45m-36s,1.0,26.0,89.0,4.0,120.0
2025-07-07--14h-45m-36s,1.0,18.0,98.0,3.0,120.0
2025-07-07--14h-45m-36s,2.0,31.0,86.0,1.0,120.0
2025-07-07--14h-45m-36s,1.0,32.0,83.0,4.0,120.0
2025-07-07--14h-45m-36s,2.0,30.0,84.0,4.0,120.0
2025-07-07--14h-45m-36s,0.0,29.0,87.0,4.0,120.0
