data_dir,C',SB,VV,HH,N
2025-07-08--10h-40m-12s,47.0,38.0,44.0,31.0,160.0
2025-07-08--10h-40m-12s,31.0,45.0,46.0,38.0,160.0
2025-07-08--10h-40m-12s,35.0,34.0,52.0,39.0,160.0
2025-07-08--10h-40m-12s,39.0,47.0,34.0,40.0,160.0
2025-07-08--10h-40m-12s,44.0,44.0,36.0,36.0,160.0
2025-07-08--10h-40m-12s,40.0,41.0,40.0,39.0,160.0
2025-07-08--10h-40m-12s,37.0,43.0,38.0,42.0,160.0
2025-07-08--10h-40m-12s,37.0,45.0,40.0,38.0,160.0
2025-07-08--10h-40m-12s,41.0,32.0,45.0,42.0,160.0
2025-07-08--10h-40m-12s,41.0,38.0,44.0,37.0,160.0
2025-07-08--10h-40m-12s,47.0,26.0,38.0,49.0,160.0
2025-07-08--10h-40m-12s,39.0,50.0,39.0,32.0,160.0
2025-07-08--10h-40m-12s,35.0,36.0,40.0,49.0,160.0
2025-07-08--10h-40m-12s,42.0,35.0,43.0,40.0,160.0
2025-07-08--10h-40m-12s,29.0,57.0,41.0,33.0,160.0
2025-07-08--10h-40m-12s,36.0,35.0,45.0,44.0,160.0
2025-07-08--10h-40m-12s,49.0,39.0,37.0,35.0,160.0
2025-07-08--10h-40m-12s,46.0,34.0,37.0,43.0,160.0
2025-07-08--10h-40m-12s,37.0,46.0,43.0,34.0,160.0
2025-07-08--10h-40m-12s,39.0,43.0,31.0,47.0,160.0
2025-07-08--10h-40m-12s,40.0,41.0,35.0,44.0,160.0
2025-07-08--10h-40m-12s,50.0,39.0,35.0,36.0,160.0
2025-07-08--10h-40m-12s,35.0,47.0,35.0,43.0,160.0
2025-07-08--10h-40m-12s,49.0,35.0,29.0,47.0,160.0
2025-07-08--10h-40m-12s,40.0,40.0,36.0,44.0,160.0
2025-07-08--10h-40m-12s,41.0,37.0,44.0,38.0,160.0
2025-07-08--10h-40m-12s,32.0,43.0,42.0,43.0,160.0
2025-07-08--10h-40m-12s,37.0,43.0,38.0,42.0,160.0
2025-07-08--10h-40m-12s,43.0,36.0,46.0,35.0,160.0
2025-07-08--10h-40m-12s,31.0,38.0,52.0,39.0,160.0
2025-07-08--10h-40m-12s,42.0,36.0,39.0,43.0,160.0
2025-07-08--10h-40m-12s,38.0,39.0,45.0,38.0,160.0
2025-07-08--10h-40m-12s,33.0,35.0,49.0,43.0,160.0
2025-07-08--10h-40m-12s,34.0,39.0,39.0,48.0,160.0
2025-07-08--10h-40m-12s,48.0,37.0,39.0,36.0,160.0
2025-07-08--10h-40m-12s,40.0,29.0,40.0,51.0,160.0
2025-07-08--10h-40m-12s,48.0,33.0,36.0,43.0,160.0
2025-07-08--10h-40m-12s,42.0,39.0,42.0,37.0,160.0
2025-07-08--10h-40m-12s,39.0,30.0,44.0,47.0,160.0
2025-07-08--10h-40m-12s,33.0,31.0,52.0,44.0,160.0
2025-07-08--10h-40m-12s,38.0,42.0,41.0,39.0,160.0
2025-07-08--10h-40m-12s,40.0,39.0,45.0,36.0,160.0
2025-07-08--10h-40m-12s,43.0,44.0,30.0,43.0,160.0
2025-07-08--10h-40m-12s,41.0,36.0,39.0,44.0,160.0
2025-07-08--10h-40m-12s,33.0,34.0,50.0,43.0,160.0
2025-07-08--10h-40m-12s,34.0,42.0,44.0,40.0,160.0
2025-07-08--10h-40m-12s,38.0,43.0,38.0,41.0,160.0
2025-07-08--10h-40m-12s,34.0,41.0,38.0,47.0,160.0
2025-07-08--10h-40m-12s,43.0,33.0,36.0,48.0,160.0
2025-07-08--10h-40m-12s,41.0,39.0,43.0,37.0,160.0
2025-07-08--10h-40m-12s,47.0,34.0,37.0,42.0,160.0
2025-07-08--10h-40m-12s,46.0,44.0,35.0,35.0,160.0
2025-07-08--10h-40m-12s,37.0,42.0,36.0,45.0,160.0
2025-07-08--10h-40m-12s,46.0,45.0,34.0,35.0,160.0
2025-07-08--10h-40m-12s,39.0,42.0,37.0,42.0,160.0
2025-07-08--10h-40m-12s,39.0,41.0,38.0,42.0,160.0
2025-07-08--10h-40m-12s,35.0,34.0,49.0,42.0,160.0
2025-07-08--10h-40m-12s,47.0,44.0,35.0,34.0,160.0
2025-07-08--10h-40m-12s,48.0,34.0,38.0,40.0,160.0
2025-07-08--10h-40m-12s,37.0,40.0,42.0,41.0,160.0
2025-07-08--10h-40m-12s,42.0,38.0,38.0,42.0,160.0
2025-07-08--10h-40m-12s,37.0,33.0,47.0,43.0,160.0
2025-07-08--10h-40m-12s,41.0,37.0,42.0,40.0,160.0
2025-07-08--10h-40m-12s,28.0,42.0,44.0,46.0,160.0
2025-07-08--10h-40m-12s,45.0,40.0,29.0,46.0,160.0
2025-07-08--10h-40m-12s,32.0,43.0,34.0,51.0,160.0
2025-07-08--10h-40m-12s,43.0,43.0,40.0,34.0,160.0
2025-07-08--10h-40m-12s,39.0,38.0,38.0,45.0,160.0
2025-07-08--10h-40m-12s,39.0,48.0,35.0,38.0,160.0
2025-07-08--10h-40m-12s,42.0,35.0,44.0,39.0,160.0
2025-07-08--10h-40m-12s,39.0,48.0,39.0,34.0,160.0
2025-07-08--10h-40m-12s,42.0,36.0,45.0,37.0,160.0
2025-07-08--10h-40m-12s,37.0,43.0,35.0,45.0,160.0
2025-07-08--10h-40m-12s,38.0,43.0,40.0,39.0,160.0
2025-07-08--10h-40m-12s,34.0,28.0,46.0,52.0,160.0
2025-07-08--10h-40m-12s,37.0,44.0,40.0,39.0,160.0
2025-07-08--10h-40m-12s,33.0,37.0,49.0,41.0,160.0
2025-07-08--10h-40m-12s,44.0,41.0,31.0,44.0,160.0
2025-07-08--10h-40m-12s,36.0,44.0,33.0,47.0,160.0
2025-07-08--10h-40m-12s,39.0,38.0,37.0,46.0,160.0
2025-07-08--10h-40m-12s,33.0,40.0,43.0,44.0,160.0
2025-07-08--10h-40m-12s,37.0,35.0,44.0,44.0,160.0
2025-07-08--10h-40m-12s,42.0,42.0,42.0,34.0,160.0
