Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,22064,128188,31843,111253,53907,239441
1,D,111094,37107,110871,50709,221965,87816
2,R,109611,38837,151539,18928,261150,57765
3,V,123639,22934,149191,20781,272830,43715
4,A,34748,114264,70374,83301,105122,197565
5,L,37458,112513,32009,113736,69467,226249
