Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,65242,523,65298,373,130540,896
1,D,32621,30906,31426,35082,64047,65988
2,R,32009,32379,29988,36109,61997,68488
3,V,382,61044,463,65853,845,126897
4,A,32818,30966,31865,33898,64683,64864
5,L,33586,30099,32130,33546,65716,63645
