,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,28166,1133,0,33247,0,0,1911,0,26922,692,578,29112,0,0,0,0,2448,0,1,0,5
1,6.7,28266,1084,0,33298,0,0,1894,0,26764,662,629,28934,0,0,0,0,2434,0,3,0,5
2,7.1,28342,1073,0,33326,0,0,1835,0,26935,666,591,28755,0,0,0,0,2382,7,1,0,5
3,7.5,28410,1120,0,33532,0,0,1941,0,26723,651,656,28755,0,0,0,0,2416,1,3,0,5
4,7.9,28327,1080,0,33558,0,0,1791,0,26732,638,598,28757,0,0,0,0,2452,0,0,0,5
5,8.3,28421,1087,0,33340,0,0,1806,0,27073,638,591,28883,0,0,0,0,2374,4,3,0,5
6,8.7,28196,1131,0,33352,0,0,1857,0,26872,673,640,28949,0,0,0,0,2481,2,1,0,5
7,9.1,28223,1135,0,33033,0,0,1792,0,26736,587,624,28466,0,0,0,0,2419,0,1,0,5
8,9.5,28230,1096,0,33270,0,0,1801,0,26544,620,609,28610,0,0,0,0,2265,2,2,0,5
9,9.9,27696,1069,0,32446,0,0,1846,0,26018,666,647,28306,0,0,0,0,1180,1,0,0,5
10,9.95,27309,1076,0,32270,0,0,1724,0,26003,651,663,28249,0,0,0,0,1002,2,1,0,5
11,10.0,27402,1102,0,32316,0,0,1785,0,26194,660,599,28436,0,0,0,0,909,0,0,0,5
12,10.05,27662,1128,0,32415,0,0,1918,0,26193,679,636,28320,0,0,0,0,619,0,1,0,5
13,10.1,27627,1054,0,32258,0,0,1746,0,26159,648,577,28083,0,0,0,0,463,0,0,0,5
14,10.15,27597,1120,0,32212,0,0,1910,0,26070,682,588,27697,0,0,0,0,309,0,1,0,5
15,10.2,27512,1135,0,31953,0,0,1873,0,25722,641,612,27882,0,0,0,0,197,1,0,0,5
16,10.25,27199,1086,0,31708,0,0,1794,0,25634,632,653,27642,0,0,0,0,134,0,1,0,5
17,10.3,27284,1119,0,32104,0,0,1939,0,26169,687,648,27702,0,0,0,0,67,2,0,0,5
18,10.35,27577,1146,0,32317,0,0,1892,0,25729,653,618,28206,0,0,0,0,80,0,1,0,5
19,10.4,27177,1028,0,32079,0,0,1856,0,25987,591,640,27715,0,0,0,0,130,0,1,0,5
20,10.45,27101,1134,0,31778,0,0,1848,0,25835,686,642,27702,0,0,0,0,185,0,1,0,5
21,10.5,27109,1102,0,32007,0,0,1893,0,26035,679,600,27736,0,0,0,0,322,0,0,0,5
22,10.55,27584,1122,0,32265,0,0,1786,0,26200,651,631,27890,0,0,0,0,440,0,0,0,5
23,10.6,27561,1118,0,32375,0,0,1867,0,26064,654,625,28064,0,0,0,0,640,1,1,0,5
24,10.65,27541,1096,0,32602,0,0,1854,0,26103,664,599,28142,0,0,0,0,864,0,1,0,5
25,10.7,27471,1062,0,32427,0,0,1798,0,26180,654,607,27976,0,0,0,0,994,1,0,0,5
26,10.75,27703,1117,0,32746,0,0,1891,0,26245,628,679,28419,0,0,0,0,1211,2,1,0,5
27,11.1,28132,1095,0,33245,0,0,1844,0,26871,706,646,28535,0,0,0,0,2167,4,2,0,5
28,11.5,28383,1085,0,33480,0,0,1774,0,26628,660,604,28733,0,0,0,0,2357,3,2,0,5
29,11.9,28355,1112,0,33321,0,0,1907,0,26627,650,643,28903,0,0,0,0,2392,1,1,0,5
30,12.3,28258,1035,0,32911,0,0,1924,0,26724,646,624,28547,0,0,0,0,2334,0,1,0,5
31,12.7,28075,1113,0,33289,0,0,1844,0,26971,602,649,28739,0,0,0,0,2427,3,1,0,5
32,13.1,28022,1121,0,32830,0,0,1896,0,26330,611,611,28652,0,0,0,0,2386,2,0,0,5
33,13.5,27826,1099,0,33140,0,0,1845,0,26277,611,618,28412,0,0,0,0,2366,1,2,0,5
34,13.9,28174,1120,0,33278,0,0,1806,0,26676,643,541,28716,0,0,0,0,2442,2,0,0,5
35,14.3,28138,1164,0,33411,0,0,2041,0,26435,638,618,28474,0,0,0,0,2357,2,0,0,5
