,Measurement Basis,TT,TR,RT,RR
0,H,77514,12273,78385,9072
1,D,71996,18491,75379,12292
2,R,31606,57896,43225,35764
3,V,12448,77729,15495,55019
4,A,18440,70397,13274,57733
5,L,58524,32213,43789,35179
