data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-46m-47s,4.0,4.0,148.0,44.0,200.0
2025-05-23--18h-46m-47s,4.0,6.0,156.0,34.0,200.0
2025-05-23--18h-46m-47s,2.0,6.0,150.0,42.0,200.0
2025-05-23--18h-46m-47s,3.5,5.0,158.0,33.5,200.0
2025-05-23--18h-46m-47s,5.0,5.0,150.0,40.0,200.0
2025-05-23--18h-46m-47s,4.0,1.0,157.0,38.0,200.0
2025-05-23--18h-46m-47s,4.0,5.0,155.0,36.0,200.0
2025-05-23--18h-46m-47s,3.0,3.0,153.0,41.0,200.0
2025-05-23--18h-46m-47s,2.5,6.0,154.0,37.5,200.0
2025-05-23--18h-46m-47s,1.5,3.0,151.0,44.5,200.0
2025-05-23--18h-46m-47s,3.5,12.0,140.0,44.5,200.0
2025-05-23--18h-46m-47s,4.5,3.0,151.0,41.5,200.0
2025-05-23--18h-46m-47s,2.5,6.0,159.0,32.5,200.0
2025-05-23--18h-46m-47s,6.0,4.0,151.0,39.0,200.0
2025-05-23--18h-46m-47s,4.0,2.0,154.0,40.0,200.0
2025-05-23--18h-46m-47s,4.5,1.0,157.0,37.5,200.0
2025-05-23--18h-46m-47s,4.0,2.0,150.0,44.0,200.0
2025-05-23--18h-46m-47s,2.5,5.0,151.0,41.5,200.0
2025-05-23--18h-46m-47s,2.5,6.0,154.0,37.5,200.0
2025-05-23--18h-46m-47s,2.0,2.0,158.0,38.0,200.0
2025-05-23--18h-46m-47s,3.5,3.0,160.0,33.5,200.0
2025-05-23--18h-46m-47s,5.5,3.0,152.0,39.5,200.0
2025-05-23--18h-46m-47s,6.0,3.0,148.0,43.0,200.0
2025-05-23--18h-46m-47s,1.0,3.0,143.0,53.0,200.0
2025-05-23--18h-46m-47s,4.5,5.0,155.0,35.5,200.0
2025-05-23--18h-46m-47s,1.0,4.0,161.0,34.0,200.0
2025-05-23--18h-46m-47s,4.0,9.0,148.0,39.0,200.0
2025-05-23--18h-46m-47s,2.0,1.0,158.0,39.0,200.0
2025-05-23--18h-46m-47s,4.0,4.0,155.0,37.0,200.0
2025-05-23--18h-46m-47s,4.0,2.0,152.0,42.0,200.0
2025-05-23--18h-46m-47s,2.5,2.0,152.0,43.5,200.0
2025-05-23--18h-46m-47s,3.5,2.0,154.0,40.5,200.0
2025-05-23--18h-46m-47s,4.0,0.0,157.0,39.0,200.0
