data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-46m-47s,1.0,1.0,29.0,9.0,40.0,2.361232066721791,0.3172771730595597
2025-05-23--18h-46m-47s,0.0,0.0,32.0,8.0,40.0,2.5186801516870747,0.0
2025-05-23--18h-46m-47s,1.5,2.0,29.0,7.5,40.0,2.3257833085982966,0.4149717231447266
2025-05-23--18h-46m-47s,1.0,1.0,28.0,10.0,40.0,2.3257833085982966,0.30199125879106337
2025-05-23--18h-46m-47s,0.5,0.0,30.0,9.5,40.0,2.4362991516840635,0.2222659806251162
2025-05-23--18h-46m-47s,1.5,1.0,30.0,7.5,40.0,2.397998956835325,0.4149717231447266
2025-05-23--18h-46m-47s,0.5,3.0,30.0,6.5,40.0,2.3257833085982966,0.2667111521503259
2025-05-23--18h-46m-47s,1.0,1.0,33.0,5.0,40.0,2.5186801516870747,0.4149717231447266
2025-05-23--18h-46m-47s,1.0,1.0,29.0,9.0,40.0,2.361232066721791,0.3172771730595597
2025-05-23--18h-46m-47s,0.0,0.0,34.0,6.0,40.0,2.6118638991287852,0.0
2025-05-23--18h-46m-47s,0.5,0.0,27.0,12.5,40.0,2.3257833085982966,0.1945306253576709
2025-05-23--18h-46m-47s,0.0,2.0,29.0,9.0,40.0,2.3257833085982966,0.0
2025-05-23--18h-46m-47s,0.5,1.0,32.0,6.5,40.0,2.4764067053368013,0.2667111521503259
2025-05-23--18h-46m-47s,0.5,0.0,34.0,5.5,40.0,2.6118638991287852,0.28872253391069386
2025-05-23--18h-46m-47s,0.5,3.0,28.0,8.5,40.0,2.258180766181213,0.2345277804372816
2025-05-23--18h-46m-47s,1.0,2.0,32.0,5.0,40.0,2.4362991516840635,0.4149717231447266
2025-05-23--18h-46m-47s,1.0,1.0,31.0,7.0,40.0,2.4362991516840635,0.3564338525814142
2025-05-23--18h-46m-47s,0.5,1.0,30.0,8.5,40.0,2.397998956835325,0.2345277804372816
2025-05-23--18h-46m-47s,0.0,1.0,32.0,7.0,40.0,2.4764067053368013,0.0
