,Measurement Basis,TT,TR,RT,RR
0,H,266,80147,621,64759
1,D,35231,39186,48743,32476
2,R,35978,38514,51524,30540
3,V,68533,460,92125,1111
4,A,34114,40572,46665,33526
5,L,33336,41730,45114,34759
