theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
1.9634954084936207,0.7853981633974483,31.558626805681918,56.567748767817434,-19.379528881877658,-61.61983202489991,5
