Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,48975,59321,67806,52769,116781,112090
1,D,62425,45502,50694,67006,113119,112508
2,R,98335,2332,132810,2917,231145,5249
3,V,50247,58439,66520,53873,116767,112312
4,A,36890,74477,83227,40863,120117,115340
5,L,1876,116357,2724,105295,4600,221652
