,Measurement Basis,TT,TR,RT,RR
0,H,48975,59321,67806,52769
1,D,62425,45502,50694,67006
2,R,98335,2332,132810,2917
3,V,50247,58439,66520,53873
4,A,36890,74477,83227,40863
5,L,1876,116357,2724,105295
