data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-23m-43s,1.5,25.0,37.0,56.5,120.0
2025-05-23--18h-23m-43s,1.0,33.0,43.0,43.0,120.0
2025-05-23--18h-23m-43s,2.5,34.0,37.0,46.5,120.0
2025-05-23--18h-23m-43s,1.5,29.0,37.0,52.5,120.0
2025-05-23--18h-23m-43s,1.5,34.0,28.0,56.5,120.0
2025-05-23--18h-23m-43s,1.0,24.0,47.0,48.0,120.0
2025-05-23--18h-23m-43s,1.0,30.0,37.0,52.0,120.0
2025-05-23--18h-23m-43s,1.0,30.0,33.0,56.0,120.0
2025-05-23--18h-23m-43s,2.5,29.0,33.0,55.5,120.0
2025-05-23--18h-23m-43s,1.0,39.0,27.0,53.0,120.0
2025-05-23--18h-23m-43s,1.5,26.0,46.0,46.5,120.0
2025-05-23--18h-23m-43s,4.5,33.0,26.0,56.5,120.0
2025-05-23--18h-23m-43s,1.0,27.0,31.0,61.0,120.0
2025-05-23--18h-23m-43s,3.0,27.0,36.0,54.0,120.0
2025-05-23--18h-23m-43s,3.0,28.0,42.0,47.0,120.0
2025-05-23--18h-23m-43s,3.0,22.0,41.0,54.0,120.0
2025-05-23--18h-23m-43s,0.5,36.0,31.0,52.5,120.0
2025-05-23--18h-23m-43s,1.5,31.0,29.0,58.5,120.0
2025-05-23--18h-23m-43s,2.5,23.0,38.0,56.5,120.0
2025-05-23--18h-23m-43s,4.0,24.0,42.0,50.0,120.0
2025-05-23--18h-23m-43s,4.0,34.0,37.0,45.0,120.0
2025-05-23--18h-23m-43s,1.5,38.0,37.0,43.5,120.0
2025-05-23--18h-23m-43s,0.5,29.0,34.0,56.5,120.0
2025-05-23--18h-23m-43s,1.5,37.0,33.0,48.5,120.0
2025-05-23--18h-23m-43s,3.5,25.0,41.0,50.5,120.0
2025-05-23--18h-23m-43s,2.5,22.0,36.0,59.5,120.0
2025-05-23--18h-23m-43s,2.0,40.0,35.0,43.0,120.0
2025-05-23--18h-23m-43s,0.5,25.0,38.0,56.5,120.0
2025-05-23--18h-23m-43s,3.5,26.0,34.0,56.5,120.0
2025-05-23--18h-23m-43s,2.0,21.0,38.0,59.0,120.0
2025-05-23--18h-23m-43s,2.0,34.0,36.0,48.0,120.0
2025-05-23--18h-23m-43s,2.5,22.0,43.0,52.5,120.0
2025-05-23--18h-23m-43s,3.0,36.0,35.0,46.0,120.0
2025-05-23--18h-23m-43s,2.5,35.0,29.0,53.5,120.0
2025-05-23--18h-23m-43s,1.0,28.0,27.0,64.0,120.0
2025-05-23--18h-23m-43s,1.0,26.0,34.0,59.0,120.0
2025-05-23--18h-23m-43s,3.5,29.0,33.0,54.5,120.0
2025-05-23--18h-23m-43s,1.5,30.0,28.0,60.5,120.0
2025-05-23--18h-23m-43s,2.5,32.0,36.0,49.5,120.0
2025-05-23--18h-23m-43s,3.0,30.0,35.0,52.0,120.0
2025-05-23--18h-23m-43s,0.5,29.0,43.0,47.5,120.0
2025-05-23--18h-23m-43s,0.5,32.0,38.0,49.5,120.0
2025-05-23--18h-23m-43s,4.0,30.0,34.0,52.0,120.0
2025-05-23--18h-23m-43s,1.5,24.0,42.0,52.5,120.0
2025-05-23--18h-23m-43s,2.5,33.0,32.0,52.5,120.0
2025-05-23--18h-23m-43s,2.0,34.0,32.0,52.0,120.0
2025-05-23--18h-23m-43s,3.0,27.0,35.0,55.0,120.0
2025-05-23--18h-23m-43s,1.0,23.0,32.0,64.0,120.0
2025-05-23--18h-23m-43s,1.5,26.0,37.0,55.5,120.0
2025-05-23--18h-23m-43s,1.0,23.0,35.0,61.0,120.0
2025-05-23--18h-23m-43s,3.5,22.0,36.0,58.5,120.0
2025-05-23--18h-23m-43s,1.5,30.0,33.0,55.5,120.0
2025-05-23--18h-23m-43s,1.0,31.0,37.0,51.0,120.0
2025-05-23--18h-23m-43s,1.5,31.0,28.0,59.5,120.0
2025-05-23--18h-23m-43s,1.5,24.0,45.0,49.5,120.0
2025-05-23--18h-23m-43s,1.0,20.0,35.0,64.0,120.0
