data_dir,repetition,C,DB_H,DB_V,SB,N
2025-05-23--17h-43m-38s,1,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-43m-38s,2,0.0,2.0,0.0,0.5,2.5
2025-05-23--17h-43m-38s,3,0.0,2.0,0.0,0.5,2.5
2025-05-23--17h-43m-38s,4,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,6,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-43m-38s,7,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-43m-38s,9,0.0,2.0,0.0,1.0,3.0
2025-05-23--17h-43m-38s,10,0.0,3.0,0.0,0.5,3.5
2025-05-23--17h-43m-38s,11,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-43m-38s,12,0.0,1.0,0.0,0.5,1.5
2025-05-23--17h-43m-38s,13,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-43m-38s,14,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-43m-38s,16,0.0,4.0,0.0,0.0,4.0
2025-05-23--17h-43m-38s,18,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,19,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,20,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-43m-38s,21,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,22,0.0,2.0,0.0,0.5,2.5
2025-05-23--17h-43m-38s,24,0.0,0.0,0.0,1.0,1.0
2025-05-23--17h-43m-38s,25,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-43m-38s,26,0.5,1.0,0.0,0.5,2.0
2025-05-23--17h-43m-38s,27,0.5,3.0,0.0,0.0,3.5
2025-05-23--17h-43m-38s,28,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,29,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,30,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-43m-38s,31,0.0,3.0,0.0,1.0,4.0
2025-05-23--17h-43m-38s,32,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,33,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-43m-38s,34,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-43m-38s,35,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,37,0.0,0.0,0.0,0.5,0.5
2025-05-23--17h-43m-38s,38,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,40,0.0,1.0,0.0,0.0,1.0
2025-05-23--17h-43m-38s,41,0.0,4.0,0.0,0.5,4.5
2025-05-23--17h-43m-38s,42,0.0,3.0,0.0,0.0,3.0
2025-05-23--17h-43m-38s,43,0.5,0.0,0.0,0.0,0.5
2025-05-23--17h-43m-38s,44,0.0,2.0,0.0,0.0,2.0
2025-05-23--17h-43m-38s,45,0.5,2.0,0.0,0.0,2.5
