,Measurement Basis,TT,TR,RT,RR
0,H,530,79486,984,65325
1,D,34911,39331,48404,32655
2,R,35105,39055,50080,31650
3,V,67233,882,90328,1408
4,A,33642,40911,45470,34388
5,L,32888,40669,44920,34600
