,Measurement Basis,TT,TR,RT,RR
0,H,72639,74435,95186,62394
1,D,140478,5653,144343,24756
2,R,99190,48559,154079,18098
3,V,72344,75062,91381,65754
4,A,4784,143464,33956,112406
5,L,46765,101499,24456,118751
