Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,3832,74184,5081,61029,8913,135213
1,D,48506,24070,60040,23381,108546,47451
2,R,39911,33437,62698,21347,102609,54784
3,V,65212,4341,88523,3421,153735,7762
4,A,20607,56124,33798,42295,54405,98419
5,L,29264,47185,33066,43875,62330,91060
