,Measurement Basis,TT,TR,RT,RR
0,H,76920,453,88048,1183
1,D,38141,46074,41646,36012
2,R,38766,46075,41220,36774
3,V,225,89540,541,64669
4,A,38520,45128,43980,33588
5,L,37717,45515,42733,34677
