data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-43m-30s,4.0,8.0,141.0,47.0,200.0
2025-05-23--18h-43m-30s,4.0,8.0,143.0,45.0,200.0
2025-05-23--18h-43m-30s,4.0,7.0,128.0,61.0,200.0
2025-05-23--18h-43m-30s,6.0,4.0,134.0,56.0,200.0
2025-05-23--18h-43m-30s,4.5,7.0,140.0,48.5,200.0
2025-05-23--18h-43m-30s,3.0,6.0,128.0,63.0,200.0
2025-05-23--18h-43m-30s,4.5,5.0,144.0,46.5,200.0
2025-05-23--18h-43m-30s,2.0,5.0,147.0,46.0,200.0
2025-05-23--18h-43m-30s,2.5,10.0,139.0,48.5,200.0
2025-05-23--18h-43m-30s,3.5,2.0,140.0,54.5,200.0
2025-05-23--18h-43m-30s,5.0,5.0,139.0,51.0,200.0
2025-05-23--18h-43m-30s,3.5,4.0,142.0,50.5,200.0
2025-05-23--18h-43m-30s,5.0,8.0,147.0,40.0,200.0
2025-05-23--18h-43m-30s,5.5,11.0,136.0,47.5,200.0
2025-05-23--18h-43m-30s,5.0,11.0,134.0,50.0,200.0
2025-05-23--18h-43m-30s,3.0,6.0,143.0,48.0,200.0
2025-05-23--18h-43m-30s,4.0,5.0,139.0,52.0,200.0
2025-05-23--18h-43m-30s,3.0,7.0,145.0,45.0,200.0
2025-05-23--18h-43m-30s,4.0,4.0,144.0,48.0,200.0
2025-05-23--18h-43m-30s,4.5,9.0,135.0,51.5,200.0
2025-05-23--18h-43m-30s,6.5,2.0,130.0,61.5,200.0
2025-05-23--18h-43m-30s,1.5,9.0,132.0,57.5,200.0
2025-05-23--18h-43m-30s,6.0,6.0,144.0,44.0,200.0
2025-05-23--18h-43m-30s,3.5,10.0,134.0,52.5,200.0
2025-05-23--18h-43m-30s,7.5,3.0,130.0,59.5,200.0
2025-05-23--18h-43m-30s,4.0,4.0,139.0,53.0,200.0
2025-05-23--18h-43m-30s,2.0,4.0,139.0,55.0,200.0
2025-05-23--18h-43m-30s,2.5,9.0,140.0,48.5,200.0
2025-05-23--18h-43m-30s,5.0,6.0,136.0,53.0,200.0
2025-05-23--18h-43m-30s,4.5,7.0,133.0,55.5,200.0
2025-05-23--18h-43m-30s,5.0,7.0,141.0,47.0,200.0
2025-05-23--18h-43m-30s,0.5,6.0,141.0,52.5,200.0
