,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,54094,0,60220,0,0,0,0,0,54916,0,63109,0,0,0,0,6423,5481,5724,4985,1
1,6.67,0,53526,0,60125,0,0,0,0,0,53979,0,62923,0,0,0,0,6375,5657,5783,4766,1
2,7.07,0,53898,0,61050,0,0,0,0,0,55282,0,63426,0,0,0,0,6599,5479,5714,4765,1
3,7.47,0,53925,0,60542,0,0,0,0,0,54987,0,62716,0,0,0,0,6492,5651,5600,4985,1
4,7.87,0,53933,0,60237,0,0,0,0,0,55342,0,63914,0,0,0,0,6597,5609,5777,4928,1
5,8.27,0,54217,0,61133,0,0,0,0,0,55253,0,63909,0,0,0,0,6683,5635,5845,4902,1
6,8.67,0,53781,0,60170,0,0,0,0,0,55257,0,63488,0,0,0,0,6526,5560,5740,5107,1
7,9.07,0,55990,0,62661,0,0,0,0,0,56588,0,65151,0,0,0,0,6898,5769,6024,5192,1
8,9.47,0,54350,0,60492,0,0,0,0,0,55281,0,63959,0,0,0,0,6238,5467,5711,4825,1
9,9.87,0,53134,0,59407,0,0,0,0,0,53975,0,61883,0,0,0,0,3561,3010,3720,2727,1
10,9.97,0,53034,0,58373,0,0,0,0,0,53230,0,61206,0,0,0,0,2383,2072,2902,1879,1
11,10.07,0,52539,0,58132,0,0,0,0,0,53296,0,60896,0,0,0,0,1371,1189,2155,1151,1
12,10.17,0,51940,0,58228,0,0,0,0,0,52603,0,60674,0,0,0,0,568,513,1673,477,1
13,10.27,0,51800,0,57609,0,0,0,0,0,52937,0,60317,0,0,0,0,240,261,1356,208,1
14,10.37,0,51731,0,57373,0,0,0,0,0,53332,0,60175,0,0,0,0,336,398,1407,313,1
15,10.47,0,52064,0,58661,0,0,0,0,0,53302,0,60662,0,0,0,0,965,917,1840,733,1
16,10.57,0,53097,0,59494,0,0,0,0,0,54548,0,61729,0,0,0,0,1978,1773,2523,1529,1
17,10.67,0,52783,0,59165,0,0,0,0,0,54007,0,61209,0,0,0,0,3078,2693,3147,2349,1
18,10.77,0,53653,0,59799,0,0,0,0,0,54001,0,62299,0,0,0,0,4166,3657,4088,3191,1
19,11.07,0,54074,0,60562,0,0,0,0,0,55467,0,63587,0,0,0,0,6068,5165,5598,4652,1
20,11.47,0,54397,0,61020,0,0,0,0,0,55578,0,63416,0,0,0,0,6753,5727,5938,4976,1
21,11.87,0,54241,0,60909,0,0,0,0,0,55110,0,63304,0,0,0,0,6550,5676,5849,5036,1
22,12.27,0,54048,0,60316,0,0,0,0,0,55220,0,63648,0,0,0,0,6599,5679,5769,5094,1
23,12.67,0,54419,0,60419,0,0,0,0,0,55254,0,63405,0,0,0,0,6696,5661,5888,4960,1
24,13.07,0,54335,0,59967,0,0,0,0,0,55346,0,64023,0,0,0,0,6607,5490,5866,5035,1
25,13.47,0,55000,0,60104,0,0,0,0,0,54995,0,63249,0,0,0,0,6518,5410,5822,5033,1
26,13.87,0,54144,0,60233,0,0,0,0,0,55362,0,62866,0,0,0,0,6454,5567,5739,4919,1
27,14.27,0,54358,0,61037,0,0,0,0,0,55363,0,63099,0,0,0,0,6533,5544,5785,5023,1
