data_dir,repetition,C,DB_H,DB_V,SB,N
2025-06-03--00h-09m-58s,0,1.0,2.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,1,1.0,2.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,2,0.5,0.0,0.0,0.0,0.5
2025-06-03--00h-09m-58s,3,0.5,3.0,0.0,0.0,3.5
2025-06-03--00h-09m-58s,4,2.0,2.0,0.0,0.0,4.0
2025-06-03--00h-09m-58s,5,0.5,1.0,0.0,0.0,1.5
2025-06-03--00h-09m-58s,6,1.0,2.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,7,1.0,4.0,0.0,0.0,5.0
2025-06-03--00h-09m-58s,8,2.0,1.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,9,1.0,2.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,10,1.0,3.0,0.0,0.0,4.0
2025-06-03--00h-09m-58s,11,0.5,3.0,0.0,0.0,3.5
2025-06-03--00h-09m-58s,12,0.5,4.0,0.0,0.0,4.5
2025-06-03--00h-09m-58s,13,0.0,3.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,14,0.0,3.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,15,1.0,0.0,0.0,0.0,1.0
2025-06-03--00h-09m-58s,16,1.5,2.0,0.0,0.0,3.5
2025-06-03--00h-09m-58s,17,2.0,4.0,0.0,0.0,6.0
2025-06-03--00h-09m-58s,18,1.0,7.0,0.0,0.0,8.0
2025-06-03--00h-09m-58s,19,1.5,0.0,0.0,0.0,1.5
2025-06-03--00h-09m-58s,20,1.0,4.0,0.0,0.0,5.0
2025-06-03--00h-09m-58s,21,0.0,3.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,22,1.0,2.0,0.0,0.0,3.0
2025-06-03--00h-09m-58s,23,0.5,2.0,0.0,0.0,2.5
2025-06-03--00h-09m-58s,24,0.0,2.0,0.0,0.0,2.0
2025-06-03--00h-09m-58s,25,1.0,3.0,0.0,0.0,4.0
2025-06-03--00h-09m-58s,26,0.5,0.0,0.0,0.0,0.5
2025-06-03--00h-09m-58s,27,0.5,4.0,0.0,0.0,4.5
2025-06-03--00h-09m-58s,28,0.5,4.0,0.0,0.0,4.5
2025-06-03--00h-09m-58s,29,0.5,0.0,0.0,0.0,0.5
2025-06-03--00h-09m-58s,30,0.5,2.0,0.0,0.0,2.5
