data_dir,C,SB,DB_V,DB_H,N
2025-06-18--18h-14m-50s,79.0,29.0,5.0,47.0,160.0
2025-06-18--18h-14m-50s,88.0,29.0,4.0,39.0,160.0
2025-06-18--18h-14m-50s,89.0,25.0,6.0,40.0,160.0
2025-06-18--18h-14m-50s,80.0,28.0,5.0,47.0,160.0
2025-06-18--18h-14m-50s,83.0,32.0,3.0,42.0,160.0
2025-06-18--18h-14m-50s,68.0,34.0,6.0,52.0,160.0
2025-06-18--18h-14m-50s,88.0,23.0,7.0,42.0,160.0
2025-06-18--18h-14m-50s,71.0,33.0,7.0,49.0,160.0
2025-06-18--18h-14m-50s,85.0,28.0,3.0,44.0,160.0
2025-06-18--18h-14m-50s,82.0,23.0,3.0,52.0,160.0
2025-06-18--18h-14m-50s,71.0,33.0,4.0,52.0,160.0
2025-06-18--18h-14m-50s,82.0,27.0,3.0,48.0,160.0
2025-06-18--18h-14m-50s,74.0,35.0,3.0,48.0,160.0
2025-06-18--18h-14m-50s,64.0,32.0,6.0,58.0,160.0
2025-06-18--18h-14m-50s,77.0,30.0,6.0,47.0,160.0
2025-06-18--18h-14m-50s,83.0,29.0,4.0,44.0,160.0
2025-06-18--18h-14m-50s,79.0,32.0,4.0,45.0,160.0
2025-06-18--18h-14m-50s,71.0,40.0,6.0,43.0,160.0
2025-06-18--18h-14m-50s,72.0,35.0,5.0,48.0,160.0
2025-06-18--18h-14m-50s,79.0,23.0,6.0,52.0,160.0
2025-06-18--18h-14m-50s,87.0,29.0,7.0,37.0,160.0
2025-06-18--18h-14m-50s,76.0,30.0,5.0,49.0,160.0
2025-06-18--18h-14m-50s,94.0,18.0,4.0,44.0,160.0
2025-06-18--18h-14m-50s,87.0,24.0,8.0,41.0,160.0
2025-06-18--18h-14m-50s,86.0,30.0,4.0,40.0,160.0
2025-06-18--18h-14m-50s,69.0,34.0,5.0,52.0,160.0
2025-06-18--18h-14m-50s,84.0,35.0,4.0,37.0,160.0
2025-06-18--18h-14m-50s,70.0,36.0,3.0,51.0,160.0
2025-06-18--18h-14m-50s,76.0,30.0,6.0,48.0,160.0
2025-06-18--18h-14m-50s,73.0,29.0,6.0,52.0,160.0
2025-06-18--18h-14m-50s,74.0,24.0,5.0,57.0,160.0
2025-06-18--18h-14m-50s,81.0,29.0,3.0,47.0,160.0
2025-06-18--18h-14m-50s,88.0,22.0,8.0,42.0,160.0
2025-06-18--18h-14m-50s,75.0,35.0,6.0,44.0,160.0
2025-06-18--18h-14m-50s,67.0,29.0,13.0,51.0,160.0
2025-06-18--18h-14m-50s,69.0,35.0,7.0,49.0,160.0
2025-06-18--18h-14m-50s,72.0,30.0,2.0,56.0,160.0
2025-06-18--18h-14m-50s,81.0,31.0,6.0,42.0,160.0
2025-06-18--18h-14m-50s,87.0,20.0,8.0,45.0,160.0
2025-06-18--18h-14m-50s,88.0,24.0,5.0,43.0,160.0
2025-06-18--18h-14m-50s,67.0,34.0,6.0,53.0,160.0
2025-06-18--18h-14m-50s,88.0,30.0,4.0,38.0,160.0
2025-06-18--18h-14m-50s,79.0,29.0,6.0,46.0,160.0
2025-06-18--18h-14m-50s,70.0,31.0,5.0,54.0,160.0
2025-06-18--18h-14m-50s,90.0,25.0,2.0,43.0,160.0
2025-06-18--18h-14m-50s,80.0,25.0,9.0,46.0,160.0
2025-06-18--18h-14m-50s,77.0,36.0,6.0,41.0,160.0
2025-06-18--18h-14m-50s,78.0,29.0,4.0,49.0,160.0
2025-06-18--18h-14m-50s,75.0,28.0,4.0,53.0,160.0
2025-06-18--18h-14m-50s,88.0,22.0,4.0,46.0,160.0
2025-06-18--18h-14m-50s,85.0,27.0,9.0,39.0,160.0
2025-06-18--18h-14m-50s,71.0,30.0,6.0,53.0,160.0
2025-06-18--18h-14m-50s,84.0,28.0,3.0,45.0,160.0
2025-06-18--18h-14m-50s,75.0,30.0,4.0,51.0,160.0
2025-06-18--18h-14m-50s,91.0,26.0,3.0,40.0,160.0
2025-06-18--18h-14m-50s,89.0,25.0,4.0,42.0,160.0
2025-06-18--18h-14m-50s,91.0,30.0,1.0,38.0,160.0
2025-06-18--18h-14m-50s,90.0,28.0,5.0,37.0,160.0
2025-06-18--18h-14m-50s,86.0,28.0,4.0,42.0,160.0
2025-06-18--18h-14m-50s,81.0,29.0,8.0,42.0,160.0
2025-06-18--18h-14m-50s,80.0,27.0,0.0,53.0,160.0
2025-06-18--18h-14m-50s,78.0,22.0,7.0,53.0,160.0
2025-06-18--18h-14m-50s,72.0,33.0,3.0,52.0,160.0
2025-06-18--18h-14m-50s,82.0,26.0,4.0,48.0,160.0
2025-06-18--18h-14m-50s,76.0,29.0,4.0,51.0,160.0
2025-06-18--18h-14m-50s,75.0,37.0,5.0,43.0,160.0
2025-06-18--18h-14m-50s,86.0,14.0,4.0,56.0,160.0
2025-06-18--18h-14m-50s,83.0,22.0,2.0,53.0,160.0
2025-06-18--18h-14m-50s,92.0,30.0,5.0,33.0,160.0
2025-06-18--18h-14m-50s,87.0,28.0,5.0,40.0,160.0
2025-06-18--18h-14m-50s,83.0,30.0,4.0,43.0,160.0
2025-06-18--18h-14m-50s,74.0,31.0,2.0,53.0,160.0
2025-06-18--18h-14m-50s,75.0,35.0,6.0,44.0,160.0
2025-06-18--18h-14m-50s,83.0,29.0,6.0,42.0,160.0
2025-06-18--18h-14m-50s,82.0,29.0,4.0,45.0,160.0
2025-06-18--18h-14m-50s,75.0,36.0,5.0,44.0,160.0
2025-06-18--18h-14m-50s,76.0,30.0,3.0,51.0,160.0
2025-06-18--18h-14m-50s,73.0,28.0,6.0,53.0,160.0
2025-06-18--18h-14m-50s,78.0,25.0,9.0,48.0,160.0
2025-06-18--18h-14m-50s,82.0,30.0,3.0,45.0,160.0
2025-06-18--18h-14m-50s,89.0,29.0,2.0,40.0,160.0
2025-06-18--18h-14m-50s,85.0,27.0,6.0,42.0,160.0
2025-06-18--18h-14m-50s,89.0,31.0,3.0,37.0,160.0
2025-06-18--18h-14m-50s,81.0,33.0,5.0,41.0,160.0
2025-06-18--18h-14m-50s,81.0,25.0,3.0,51.0,160.0
2025-06-18--18h-14m-50s,78.0,31.0,6.0,45.0,160.0
2025-06-18--18h-14m-50s,79.0,35.0,6.0,40.0,160.0
2025-06-18--18h-14m-50s,78.0,28.0,10.0,44.0,160.0
2025-06-18--18h-14m-50s,79.0,26.0,3.0,52.0,160.0
2025-06-18--18h-14m-50s,73.0,34.0,5.0,48.0,160.0
2025-06-18--18h-14m-50s,76.0,39.0,4.0,41.0,160.0
2025-06-18--18h-14m-50s,85.0,23.0,1.0,51.0,160.0
2025-06-18--18h-14m-50s,91.0,31.0,4.0,34.0,160.0
2025-06-18--18h-14m-50s,69.0,33.0,2.0,56.0,160.0
2025-06-18--18h-14m-50s,85.0,29.0,3.0,43.0,160.0
2025-06-18--18h-14m-50s,82.0,22.0,10.0,46.0,160.0
2025-06-18--18h-14m-50s,75.0,31.0,3.0,51.0,160.0
2025-06-18--18h-14m-50s,83.0,23.0,11.0,43.0,160.0
2025-06-18--18h-14m-50s,77.0,30.0,4.0,49.0,160.0
2025-06-18--18h-14m-50s,77.0,27.0,4.0,52.0,160.0
2025-06-18--18h-14m-50s,75.0,32.0,5.0,48.0,160.0
2025-06-18--18h-14m-50s,66.0,36.0,5.0,53.0,160.0
2025-06-18--18h-14m-50s,83.0,29.0,2.0,46.0,160.0
2025-06-18--18h-14m-50s,80.0,30.0,6.0,44.0,160.0
2025-06-18--18h-14m-50s,88.0,27.0,4.0,41.0,160.0
2025-06-18--18h-14m-50s,79.0,25.0,5.0,51.0,160.0
2025-06-18--18h-14m-50s,81.0,27.0,3.0,49.0,160.0
2025-06-18--18h-14m-50s,80.0,34.0,7.0,39.0,160.0
2025-06-18--18h-14m-50s,77.0,26.0,5.0,52.0,160.0
2025-06-18--18h-14m-50s,83.0,34.0,3.0,40.0,160.0
2025-06-18--18h-14m-50s,80.0,30.0,4.0,46.0,160.0
2025-06-18--18h-14m-50s,83.0,19.0,8.0,50.0,160.0
2025-06-18--18h-14m-50s,87.0,23.0,8.0,42.0,160.0
2025-06-18--18h-14m-50s,78.0,29.0,4.0,49.0,160.0
2025-06-18--18h-14m-50s,84.0,37.0,4.0,35.0,160.0
2025-06-18--18h-14m-50s,86.0,29.0,6.0,39.0,160.0
2025-06-18--18h-14m-50s,83.0,35.0,2.0,40.0,160.0
2025-06-18--18h-14m-50s,83.0,26.0,0.0,51.0,160.0
2025-06-18--18h-14m-50s,79.0,24.0,3.0,54.0,160.0
2025-06-18--18h-14m-50s,85.0,31.0,4.0,40.0,160.0
2025-06-18--18h-14m-50s,81.0,30.0,5.0,44.0,160.0
2025-06-18--18h-14m-50s,77.0,27.0,5.0,51.0,160.0
2025-06-18--18h-14m-50s,80.0,36.0,5.0,39.0,160.0
2025-06-18--18h-14m-50s,92.0,27.0,4.0,37.0,160.0
2025-06-18--18h-14m-50s,75.0,33.0,3.0,49.0,160.0
2025-06-18--18h-14m-50s,73.0,28.0,4.0,55.0,160.0
2025-06-18--18h-14m-50s,84.0,33.0,4.0,39.0,160.0
2025-06-18--18h-14m-50s,84.0,27.0,8.0,41.0,160.0
2025-06-18--18h-14m-50s,88.0,23.0,9.0,40.0,160.0
2025-06-18--18h-14m-50s,78.0,33.0,5.0,44.0,160.0
2025-06-18--18h-14m-50s,80.0,31.0,5.0,44.0,160.0
2025-06-18--18h-14m-50s,85.0,31.0,5.0,39.0,160.0
2025-06-18--18h-14m-50s,82.0,34.0,4.0,40.0,160.0
2025-06-18--18h-14m-50s,81.0,27.0,5.0,47.0,160.0
2025-06-18--18h-14m-50s,78.0,32.0,1.0,49.0,160.0
2025-06-18--18h-14m-50s,81.0,33.0,5.0,41.0,160.0
2025-06-18--18h-14m-50s,82.0,28.0,6.0,44.0,160.0
2025-06-18--18h-14m-50s,77.0,25.0,8.0,50.0,160.0
