data_dir,C',HH,SB,VV,N
2025-06-18--18h-14m-50s,10.0,19.0,6.0,5.0,40.0
2025-06-18--18h-14m-50s,10.0,25.0,4.0,1.0,40.0
2025-06-18--18h-14m-50s,12.0,18.0,9.0,1.0,40.0
2025-06-18--18h-14m-50s,9.0,21.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,9.0,1.0,40.0
2025-06-18--18h-14m-50s,11.0,22.0,5.0,2.0,40.0
2025-06-18--18h-14m-50s,6.0,23.0,10.0,1.0,40.0
2025-06-18--18h-14m-50s,6.0,21.0,8.0,5.0,40.0
2025-06-18--18h-14m-50s,3.0,25.0,6.0,6.0,40.0
2025-06-18--18h-14m-50s,10.0,20.0,8.0,2.0,40.0
2025-06-18--18h-14m-50s,7.0,27.0,1.0,5.0,40.0
2025-06-18--18h-14m-50s,8.0,23.0,7.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,18.0,9.0,4.0,40.0
2025-06-18--18h-14m-50s,6.0,26.0,7.0,1.0,40.0
2025-06-18--18h-14m-50s,1.0,25.0,10.0,4.0,40.0
2025-06-18--18h-14m-50s,8.0,25.0,5.0,2.0,40.0
2025-06-18--18h-14m-50s,6.0,25.0,6.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,24.0,9.0,0.0,40.0
2025-06-18--18h-14m-50s,9.0,21.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,11.0,14.0,11.0,4.0,40.0
2025-06-18--18h-14m-50s,7.0,27.0,5.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,19.0,12.0,2.0,40.0
2025-06-18--18h-14m-50s,10.0,20.0,8.0,2.0,40.0
2025-06-18--18h-14m-50s,4.0,24.0,9.0,3.0,40.0
2025-06-18--18h-14m-50s,8.0,23.0,5.0,4.0,40.0
2025-06-18--18h-14m-50s,6.0,25.0,3.0,6.0,40.0
2025-06-18--18h-14m-50s,12.0,21.0,5.0,2.0,40.0
2025-06-18--18h-14m-50s,4.0,29.0,5.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,18.0,10.0,4.0,40.0
2025-06-18--18h-14m-50s,6.0,24.0,8.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,22.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,17.0,13.0,3.0,40.0
2025-06-18--18h-14m-50s,10.0,21.0,4.0,5.0,40.0
2025-06-18--18h-14m-50s,10.0,20.0,9.0,1.0,40.0
2025-06-18--18h-14m-50s,10.0,21.0,7.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,20.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,9.0,24.0,4.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,23.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,10.0,23.0,6.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,26.0,4.0,3.0,40.0
2025-06-18--18h-14m-50s,8.0,24.0,5.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,22.0,11.0,0.0,40.0
2025-06-18--18h-14m-50s,7.0,22.0,7.0,4.0,40.0
2025-06-18--18h-14m-50s,5.0,25.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,10.0,21.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,8.0,26.0,5.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,24.0,9.0,0.0,40.0
2025-06-18--18h-14m-50s,9.0,23.0,7.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,6.0,4.0,40.0
2025-06-18--18h-14m-50s,8.0,19.0,9.0,4.0,40.0
2025-06-18--18h-14m-50s,5.0,22.0,11.0,2.0,40.0
2025-06-18--18h-14m-50s,7.0,26.0,5.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,21.0,10.0,1.0,40.0
2025-06-18--18h-14m-50s,8.0,21.0,7.0,4.0,40.0
2025-06-18--18h-14m-50s,8.0,24.0,8.0,0.0,40.0
2025-06-18--18h-14m-50s,4.0,21.0,11.0,4.0,40.0
2025-06-18--18h-14m-50s,7.0,27.0,6.0,0.0,40.0
2025-06-18--18h-14m-50s,11.0,20.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,28.0,3.0,2.0,40.0
2025-06-18--18h-14m-50s,4.0,25.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,20.0,11.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,26.0,6.0,1.0,40.0
2025-06-18--18h-14m-50s,8.0,16.0,13.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,26.0,6.0,2.0,40.0
2025-06-18--18h-14m-50s,7.0,28.0,4.0,1.0,40.0
2025-06-18--18h-14m-50s,9.0,18.0,12.0,1.0,40.0
2025-06-18--18h-14m-50s,10.0,21.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,25.0,5.0,3.0,40.0
2025-06-18--18h-14m-50s,10.0,23.0,7.0,0.0,40.0
2025-06-18--18h-14m-50s,10.0,20.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,21.0,12.0,1.0,40.0
2025-06-18--18h-14m-50s,5.0,22.0,9.0,4.0,40.0
2025-06-18--18h-14m-50s,7.0,19.0,12.0,2.0,40.0
2025-06-18--18h-14m-50s,5.0,26.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,5.0,22.0,10.0,3.0,40.0
2025-06-18--18h-14m-50s,8.0,22.0,9.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,8.0,2.0,40.0
2025-06-18--18h-14m-50s,11.0,18.0,7.0,4.0,40.0
2025-06-18--18h-14m-50s,5.0,30.0,5.0,0.0,40.0
2025-06-18--18h-14m-50s,8.0,28.0,2.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,20.0,9.0,2.0,40.0
2025-06-18--18h-14m-50s,10.0,19.0,9.0,2.0,40.0
2025-06-18--18h-14m-50s,11.0,18.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,14.0,16.0,6.0,4.0,40.0
2025-06-18--18h-14m-50s,5.0,28.0,6.0,1.0,40.0
2025-06-18--18h-14m-50s,8.0,23.0,7.0,2.0,40.0
2025-06-18--18h-14m-50s,7.0,21.0,10.0,2.0,40.0
2025-06-18--18h-14m-50s,1.0,28.0,7.0,4.0,40.0
2025-06-18--18h-14m-50s,10.0,24.0,6.0,0.0,40.0
2025-06-18--18h-14m-50s,10.0,25.0,2.0,3.0,40.0
2025-06-18--18h-14m-50s,5.0,24.0,6.0,5.0,40.0
2025-06-18--18h-14m-50s,7.0,25.0,6.0,2.0,40.0
2025-06-18--18h-14m-50s,13.0,22.0,4.0,1.0,40.0
2025-06-18--18h-14m-50s,8.0,24.0,6.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,19.0,5.0,7.0,40.0
2025-06-18--18h-14m-50s,7.0,25.0,6.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,23.0,7.0,1.0,40.0
2025-06-18--18h-14m-50s,4.0,25.0,9.0,2.0,40.0
2025-06-18--18h-14m-50s,4.0,22.0,11.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,24.0,5.0,4.0,40.0
2025-06-18--18h-14m-50s,5.0,27.0,5.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,22.0,10.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,26.0,4.0,3.0,40.0
2025-06-18--18h-14m-50s,4.0,18.0,14.0,4.0,40.0
2025-06-18--18h-14m-50s,5.0,29.0,6.0,0.0,40.0
2025-06-18--18h-14m-50s,8.0,25.0,4.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,21.0,10.0,2.0,40.0
2025-06-18--18h-14m-50s,12.0,17.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,19.0,13.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,21.0,8.0,4.0,40.0
2025-06-18--18h-14m-50s,8.0,23.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,6.0,25.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,5.0,20.0,12.0,3.0,40.0
2025-06-18--18h-14m-50s,3.0,27.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,23.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,24.0,8.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,10.0,18.0,11.0,1.0,40.0
2025-06-18--18h-14m-50s,5.0,26.0,6.0,3.0,40.0
2025-06-18--18h-14m-50s,8.0,25.0,6.0,1.0,40.0
2025-06-18--18h-14m-50s,8.0,23.0,6.0,3.0,40.0
2025-06-18--18h-14m-50s,5.0,30.0,3.0,2.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,8.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,24.0,6.0,2.0,40.0
2025-06-18--18h-14m-50s,10.0,19.0,7.0,4.0,40.0
2025-06-18--18h-14m-50s,4.0,24.0,10.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,23.0,7.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,19.0,7.0,5.0,40.0
2025-06-18--18h-14m-50s,10.0,24.0,5.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,24.0,5.0,4.0,40.0
2025-06-18--18h-14m-50s,8.0,21.0,9.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,23.0,4.0,5.0,40.0
2025-06-18--18h-14m-50s,9.0,24.0,4.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,19.0,9.0,5.0,40.0
2025-06-18--18h-14m-50s,6.0,24.0,9.0,1.0,40.0
2025-06-18--18h-14m-50s,2.0,27.0,7.0,4.0,40.0
2025-06-18--18h-14m-50s,10.0,20.0,10.0,0.0,40.0
2025-06-18--18h-14m-50s,5.0,24.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,20.0,11.0,3.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,6.0,4.0,40.0
2025-06-18--18h-14m-50s,5.0,27.0,4.0,4.0,40.0
2025-06-18--18h-14m-50s,3.0,23.0,10.0,4.0,40.0
2025-06-18--18h-14m-50s,3.0,26.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,8.0,19.0,11.0,2.0,40.0
2025-06-18--18h-14m-50s,10.0,22.0,6.0,2.0,40.0
2025-06-18--18h-14m-50s,3.0,30.0,7.0,0.0,40.0
2025-06-18--18h-14m-50s,6.0,26.0,6.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,22.0,10.0,0.0,40.0
2025-06-18--18h-14m-50s,6.0,24.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,9.0,23.0,8.0,0.0,40.0
2025-06-18--18h-14m-50s,8.0,24.0,7.0,1.0,40.0
2025-06-18--18h-14m-50s,8.0,22.0,6.0,4.0,40.0
2025-06-18--18h-14m-50s,8.0,18.0,10.0,4.0,40.0
2025-06-18--18h-14m-50s,7.0,25.0,4.0,4.0,40.0
2025-06-18--18h-14m-50s,3.0,34.0,3.0,0.0,40.0
2025-06-18--18h-14m-50s,7.0,22.0,7.0,4.0,40.0
2025-06-18--18h-14m-50s,10.0,23.0,6.0,1.0,40.0
2025-06-18--18h-14m-50s,12.0,18.0,8.0,2.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,8.0,22.0,5.0,5.0,40.0
2025-06-18--18h-14m-50s,8.0,28.0,4.0,0.0,40.0
2025-06-18--18h-14m-50s,5.0,28.0,5.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,21.0,11.0,0.0,40.0
2025-06-18--18h-14m-50s,9.0,21.0,7.0,3.0,40.0
2025-06-18--18h-14m-50s,4.0,18.0,11.0,7.0,40.0
2025-06-18--18h-14m-50s,6.0,25.0,7.0,2.0,40.0
2025-06-18--18h-14m-50s,8.0,25.0,6.0,1.0,40.0
2025-06-18--18h-14m-50s,10.0,15.0,11.0,4.0,40.0
2025-06-18--18h-14m-50s,10.0,23.0,6.0,1.0,40.0
2025-06-18--18h-14m-50s,7.0,23.0,8.0,2.0,40.0
2025-06-18--18h-14m-50s,9.0,25.0,4.0,2.0,40.0
2025-06-18--18h-14m-50s,7.0,21.0,6.0,6.0,40.0
2025-06-18--18h-14m-50s,9.0,17.0,11.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,23.0,8.0,3.0,40.0
2025-06-18--18h-14m-50s,6.0,25.0,5.0,4.0,40.0
