data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate
2025-05-23--18h-36m-55s,1.0,4.0,18.0,17.0,40.0,1.9283674304404068,0.23794112483020827
2025-05-23--18h-36m-55s,0.5,6.0,22.0,11.5,40.0,1.9823131728623846,0.20556893116117386
2025-05-23--18h-36m-55s,0.5,0.0,26.0,13.5,40.0,2.278380763520252,0.19012560334646678
2025-05-23--18h-36m-55s,0.0,6.0,19.0,15.0,40.0,1.9018080548841911,0.0
2025-05-23--18h-36m-55s,0.5,3.0,22.0,14.5,40.0,2.065760358511791,0.18360401027891857
2025-05-23--18h-36m-55s,0.5,1.0,24.0,14.5,40.0,2.183400474843519,0.18360401027891857
2025-05-23--18h-36m-55s,0.0,1.0,22.0,17.0,40.0,2.12351143989168,0.0
2025-05-23--18h-36m-55s,0.0,4.0,21.0,15.0,40.0,2.009758212404657,0.0
2025-05-23--18h-36m-55s,1.5,5.0,21.0,12.5,40.0,1.9823131728623846,0.3334731722518321
2025-05-23--18h-36m-55s,1.0,3.0,20.0,16.0,40.0,2.009758212404657,0.24497866312686414
2025-05-23--18h-36m-55s,0.0,4.0,20.0,16.0,40.0,1.9823131728623846,0.0
2025-05-23--18h-36m-55s,0.5,5.0,19.0,15.5,40.0,1.9283674304404068,0.17771060084511175
2025-05-23--18h-36m-55s,1.0,3.0,23.0,13.0,40.0,2.0943951023931957,0.2705497629785729
2025-05-23--18h-36m-55s,0.5,3.0,24.0,12.5,40.0,2.12351143989168,0.19739555984988078
2025-05-23--18h-36m-55s,0.5,4.0,18.0,17.5,40.0,1.9283674304404068,0.16744807921968932
2025-05-23--18h-36m-55s,0.5,6.0,15.0,18.5,40.0,1.7977393629734166,0.16294147861051939
2025-05-23--18h-36m-55s,0.5,0.0,27.0,12.5,40.0,2.3117610289979167,0.19739555984988078
2025-05-23--18h-36m-55s,1.0,4.0,24.0,11.0,40.0,2.0943951023931957,0.2928427717285755
2025-05-23--18h-36m-55s,0.5,1.0,28.0,10.5,40.0,2.3117610289979167,0.21484983307571223
2025-05-23--18h-36m-55s,1.5,2.0,22.0,14.5,40.0,2.0943951023931957,0.31118424427751035
2025-05-23--18h-36m-55s,0.5,3.0,25.0,11.5,40.0,2.15316056466364,0.20556893116117386
2025-05-23--18h-36m-55s,1.0,2.0,26.0,11.0,40.0,2.214297435588181,0.2928427717285755
2025-05-23--18h-36m-55s,0.0,4.0,25.0,11.0,40.0,2.12351143989168,0.0
2025-05-23--18h-36m-55s,1.0,2.0,25.0,12.0,40.0,2.183400474843519,0.28103490150281357
2025-05-23--18h-36m-55s,0.0,3.0,23.0,14.0,40.0,2.0943951023931957,0.0
