,Measurement Basis,TT,TR,RT,RR
0,H,341,114603,734,95169
1,D,58715,57163,70385,47437
2,R,61207,55543,75069,44410
3,V,115516,531,133021,1205
4,A,57545,59671,67348,49608
5,L,56928,62202,66275,51220
