data_dir,C',SB,VV,HH,N
2025-06-24--03h-40m-47s,24.0,24.0,4.0,108.0,160.0
2025-06-24--03h-40m-47s,17.0,20.0,2.0,121.0,160.0
2025-06-24--03h-40m-47s,18.0,18.0,4.0,120.0,160.0
2025-06-24--03h-40m-47s,17.0,24.0,5.0,114.0,160.0
2025-06-24--03h-40m-47s,23.0,26.0,4.0,107.0,160.0
2025-06-24--03h-40m-47s,23.0,18.0,3.0,116.0,160.0
2025-06-24--03h-40m-47s,10.0,16.0,2.0,132.0,160.0
2025-06-24--03h-40m-47s,14.0,25.0,4.0,117.0,160.0
2025-06-24--03h-40m-47s,11.0,23.0,2.0,124.0,160.0
2025-06-24--03h-40m-47s,14.0,18.0,3.0,125.0,160.0
2025-06-24--03h-40m-47s,19.0,22.0,1.0,118.0,160.0
2025-06-24--03h-40m-47s,16.0,28.0,1.0,115.0,160.0
2025-06-24--03h-40m-47s,19.0,27.0,5.0,109.0,160.0
2025-06-24--03h-40m-47s,23.0,22.0,3.0,112.0,160.0
2025-06-24--03h-40m-47s,22.0,25.0,1.0,112.0,160.0
2025-06-24--03h-40m-47s,16.0,28.0,4.0,112.0,160.0
2025-06-24--03h-40m-47s,11.0,27.0,3.0,119.0,160.0
2025-06-24--03h-40m-47s,9.0,15.0,5.0,131.0,160.0
2025-06-24--03h-40m-47s,17.0,21.0,3.0,119.0,160.0
2025-06-24--03h-40m-47s,11.0,23.0,2.0,124.0,160.0
2025-06-24--03h-40m-47s,18.0,17.0,7.0,118.0,160.0
2025-06-24--03h-40m-47s,14.0,27.0,6.0,113.0,160.0
2025-06-24--03h-40m-47s,14.0,21.0,6.0,119.0,160.0
2025-06-24--03h-40m-47s,9.0,12.0,5.0,134.0,160.0
2025-06-24--03h-40m-47s,18.0,27.0,4.0,111.0,160.0
2025-06-24--03h-40m-47s,12.0,19.0,5.0,124.0,160.0
2025-06-24--03h-40m-47s,16.0,14.0,6.0,124.0,160.0
2025-06-24--03h-40m-47s,17.0,26.0,1.0,116.0,160.0
2025-06-24--03h-40m-47s,12.0,21.0,3.0,124.0,160.0
2025-06-24--03h-40m-47s,15.0,29.0,3.0,113.0,160.0
2025-06-24--03h-40m-47s,14.0,22.0,4.0,120.0,160.0
2025-06-24--03h-40m-47s,22.0,23.0,2.0,113.0,160.0
2025-06-24--03h-40m-47s,21.0,21.0,2.0,116.0,160.0
2025-06-24--03h-40m-47s,14.0,17.0,1.0,128.0,160.0
2025-06-24--03h-40m-47s,19.0,25.0,8.0,108.0,160.0
2025-06-24--03h-40m-47s,22.0,25.0,3.0,110.0,160.0
2025-06-24--03h-40m-47s,19.0,18.0,6.0,117.0,160.0
2025-06-24--03h-40m-47s,14.0,18.0,3.0,125.0,160.0
2025-06-24--03h-40m-47s,12.0,24.0,2.0,122.0,160.0
2025-06-24--03h-40m-47s,18.0,22.0,0.0,120.0,160.0
2025-06-24--03h-40m-47s,18.0,24.0,2.0,116.0,160.0
2025-06-24--03h-40m-47s,13.0,16.0,4.0,127.0,160.0
2025-06-24--03h-40m-47s,15.0,18.0,5.0,122.0,160.0
2025-06-24--03h-40m-47s,10.0,22.0,4.0,124.0,160.0
2025-06-24--03h-40m-47s,20.0,13.0,3.0,124.0,160.0
2025-06-24--03h-40m-47s,9.0,21.0,4.0,126.0,160.0
2025-06-24--03h-40m-47s,18.0,27.0,2.0,113.0,160.0
2025-06-24--03h-40m-47s,17.0,20.0,3.0,120.0,160.0
2025-06-24--03h-40m-47s,12.0,23.0,4.0,121.0,160.0
2025-06-24--03h-40m-47s,11.0,23.0,3.0,123.0,160.0
2025-06-24--03h-40m-47s,20.0,24.0,5.0,111.0,160.0
2025-06-24--03h-40m-47s,15.0,24.0,2.0,119.0,160.0
2025-06-24--03h-40m-47s,23.0,23.0,1.0,113.0,160.0
2025-06-24--03h-40m-47s,16.0,23.0,2.0,119.0,160.0
2025-06-24--03h-40m-47s,19.0,24.0,5.0,112.0,160.0
2025-06-24--03h-40m-47s,18.0,19.0,5.0,118.0,160.0
2025-06-24--03h-40m-47s,18.0,21.0,1.0,120.0,160.0
