,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,310,0,118329,0,0,0,0,0,328,0,124892,0,0,0,0,27239,16,23,0,1
1,6.7,0,316,0,118274,0,0,0,0,0,314,0,125294,0,0,0,0,27214,18,22,0,1
2,7.1,0,345,0,118557,0,0,0,0,0,289,0,125156,0,0,0,0,27506,21,27,0,1
3,7.5,0,359,0,117582,0,0,0,0,0,303,0,124321,0,0,0,0,26984,12,28,0,1
4,7.9,0,298,0,117271,0,0,0,0,0,315,0,124669,0,0,0,0,26969,18,25,0,1
5,8.3,0,320,0,117245,0,0,0,0,0,316,0,124746,0,0,0,0,27329,24,27,0,1
6,8.7,0,352,0,117790,0,0,0,0,0,340,0,125526,0,0,0,0,27383,22,21,0,1
7,9.1,0,335,0,117984,0,0,0,0,0,288,0,124973,0,0,0,0,27403,17,22,0,1
8,9.5,0,329,0,116752,0,0,0,0,0,305,0,123717,0,0,0,0,25704,16,26,0,1
9,9.9,0,307,0,110568,0,0,0,0,0,345,0,117426,0,0,0,0,13341,10,15,0,1
10,9.95,0,313,0,110303,0,0,0,0,0,330,0,115871,0,0,0,0,11133,5,13,0,1
11,10.0,0,327,0,107524,0,0,0,0,0,316,0,113839,0,0,0,0,8418,14,12,0,1
12,10.05,0,344,0,108007,0,0,0,0,0,323,0,114302,0,0,0,0,6544,7,9,0,1
13,10.1,0,351,0,108390,0,0,0,0,0,282,0,113813,0,0,0,0,4506,2,7,0,1
14,10.15,0,304,0,107085,0,0,0,0,0,336,0,112732,0,0,0,0,2973,2,1,0,1
15,10.2,0,323,0,106259,0,0,0,0,0,280,0,110945,0,0,0,0,1684,1,0,0,1
16,10.25,0,360,0,105402,0,0,0,0,0,314,0,110392,0,0,0,0,912,1,0,0,1
17,10.3,0,324,0,104361,0,0,0,0,0,298,0,109774,0,0,0,0,731,1,1,0,1
18,10.35,0,341,0,104448,0,0,0,0,0,325,0,110582,0,0,0,0,1101,3,3,0,1
19,10.4,0,328,0,105058,0,0,0,0,0,308,0,110127,0,0,0,0,2114,1,4,0,1
20,10.45,0,312,0,105373,0,0,0,0,0,309,0,111564,0,0,0,0,3409,4,2,0,1
21,10.5,0,321,0,106227,0,0,0,0,0,307,0,111592,0,0,0,0,5231,5,7,0,1
22,10.55,0,320,0,108987,0,0,0,0,0,323,0,113968,0,0,0,0,7405,6,3,0,1
23,10.6,0,289,0,108882,0,0,0,0,0,290,0,115350,0,0,0,0,9494,8,11,0,1
24,10.65,0,321,0,109159,0,0,0,0,0,292,0,115474,0,0,0,0,11756,12,11,0,1
25,10.7,0,327,0,110491,0,0,0,0,0,315,0,116975,0,0,0,0,14143,7,13,0,1
26,10.75,0,313,0,112687,0,0,0,0,0,322,0,119174,0,0,0,0,16501,12,14,0,1
27,11.1,0,303,0,115221,0,0,0,0,0,313,0,122399,0,0,0,0,24991,19,22,0,1
28,11.5,0,335,0,116744,0,0,0,0,0,280,0,124261,0,0,0,0,26790,22,24,0,1
29,11.9,0,319,0,115594,0,0,0,0,0,292,0,122811,0,0,0,0,26647,19,14,0,1
30,12.3,0,300,0,115333,0,0,0,0,0,319,0,121951,0,0,0,0,26264,19,28,0,1
31,12.7,0,330,0,114261,0,0,0,0,0,325,0,121298,0,0,0,0,26255,23,28,0,1
32,13.1,0,349,0,114303,0,0,0,0,0,283,0,121304,0,0,0,0,25942,15,26,0,1
33,13.5,0,324,0,115077,0,0,0,0,0,283,0,122044,0,0,0,0,25937,19,31,0,1
34,13.9,0,365,0,114263,0,0,0,0,0,334,0,122649,0,0,0,0,26035,26,36,0,1
35,14.3,0,345,0,116248,0,0,0,0,0,310,0,124050,0,0,0,0,26642,18,29,0,1
