,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,292,0,118862,0,0,0,0,0,321,0,126434,0,0,0,0,27791,26,26,0,1
1,6.7,0,287,0,118159,0,0,0,0,0,286,0,125113,0,0,0,0,27365,25,28,0,1
2,7.1,0,329,0,118160,0,0,0,0,0,337,0,125718,0,0,0,0,27448,35,23,0,1
3,7.5,0,359,0,118031,0,0,0,0,0,350,0,125259,0,0,0,0,27172,23,32,0,1
4,7.9,0,337,0,117891,0,0,0,0,0,333,0,126044,0,0,0,0,27410,21,29,0,1
5,8.3,0,330,0,118615,0,0,0,0,0,336,0,125685,0,0,0,0,27263,26,28,0,1
6,8.7,0,300,0,118822,0,0,0,0,0,320,0,126160,0,0,0,0,27733,27,25,0,1
7,9.1,0,283,0,119141,0,0,0,0,0,304,0,125968,0,0,0,0,28095,27,28,0,1
8,9.5,0,319,0,117099,0,0,0,0,0,330,0,124884,0,0,0,0,25732,33,32,0,1
9,9.9,0,300,0,111119,0,0,0,0,0,299,0,117693,0,0,0,0,13290,13,33,0,1
10,9.95,0,313,0,110455,0,0,0,0,0,327,0,116655,0,0,0,0,11082,21,18,0,1
11,10.0,0,319,0,109141,0,0,0,0,0,321,0,114996,0,0,0,0,8683,13,20,0,1
12,10.05,0,312,0,108068,0,0,0,0,0,319,0,114283,0,0,0,0,6254,14,18,0,1
13,10.1,0,298,0,107047,0,0,0,0,0,330,0,112693,0,0,0,0,4240,21,21,0,1
14,10.15,0,328,0,105529,0,0,0,0,0,330,0,111478,0,0,0,0,2685,24,23,0,1
15,10.2,0,342,0,105745,0,0,0,0,0,362,0,111224,0,0,0,0,1613,24,27,0,1
16,10.25,0,345,0,105385,0,0,0,0,0,339,0,110713,0,0,0,0,871,12,23,0,1
17,10.3,0,313,0,106034,0,0,0,0,0,351,0,111320,0,0,0,0,770,20,26,0,1
18,10.35,0,347,0,105011,0,0,0,0,0,325,0,110542,0,0,0,0,1123,15,16,0,1
19,10.4,0,325,0,104965,0,0,0,0,0,321,0,109470,0,0,0,0,2083,15,24,0,1
20,10.45,0,323,0,105567,0,0,0,0,0,304,0,111653,0,0,0,0,3501,11,25,0,1
21,10.5,0,321,0,106011,0,0,0,0,0,307,0,111570,0,0,0,0,5193,18,36,0,1
22,10.55,0,321,0,108066,0,0,0,0,0,329,0,113411,0,0,0,0,7185,30,21,0,1
23,10.6,0,331,0,109633,0,0,0,0,0,339,0,115658,0,0,0,0,9660,17,27,0,1
24,10.65,0,301,0,108854,0,0,0,0,0,319,0,115075,0,0,0,0,11793,18,21,0,1
25,10.7,0,306,0,110386,0,0,0,0,0,354,0,116164,0,0,0,0,14197,22,25,0,1
26,10.75,0,328,0,112312,0,0,0,0,0,325,0,119762,0,0,0,0,16622,19,20,0,1
27,11.1,0,320,0,116998,0,0,0,0,0,339,0,124103,0,0,0,0,25532,25,19,0,1
28,11.5,0,313,0,117623,0,0,0,0,0,319,0,125399,0,0,0,0,27150,21,30,0,1
29,11.9,0,325,0,116826,0,0,0,0,0,317,0,124408,0,0,0,0,26795,13,26,0,1
30,12.3,0,336,0,118115,0,0,0,0,0,323,0,125278,0,0,0,0,27004,23,25,0,1
31,12.7,0,310,0,117570,0,0,0,0,0,313,0,125288,0,0,0,0,26906,25,30,0,1
32,13.1,0,319,0,116878,0,0,0,0,0,338,0,124775,0,0,0,0,27005,26,28,0,1
33,13.5,0,298,0,117876,0,0,0,0,0,329,0,125174,0,0,0,0,27245,20,25,0,1
34,13.9,0,296,0,117061,0,0,0,0,0,304,0,124329,0,0,0,0,26794,24,21,0,1
35,14.3,0,326,0,116161,0,0,0,0,0,325,0,123170,0,0,0,0,26460,23,27,0,1
