,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,0,433,0,118124,0,0,0,0,0,505,0,124467,0,0,0,0,27464,40,53,0,1
1,6.7,0,460,0,116383,0,0,0,0,0,499,0,123431,0,0,0,0,27146,63,60,0,1
2,7.1,0,443,0,119494,0,0,0,0,0,530,0,126488,0,0,0,0,27583,53,67,0,1
3,7.5,0,442,0,117219,0,0,0,0,0,519,0,124947,0,0,0,0,27130,50,61,0,1
4,7.9,0,462,0,117002,0,0,0,0,0,535,0,124531,0,0,0,0,27567,75,59,1,1
5,8.3,0,468,0,118658,0,0,0,0,0,495,0,125251,0,0,0,0,27622,62,38,0,1
6,8.7,0,507,0,118866,0,0,0,0,0,510,0,126080,0,0,0,0,27468,47,49,0,1
7,9.1,0,507,0,118146,0,0,0,0,0,529,0,124466,0,0,0,0,27475,68,59,0,1
8,9.5,0,526,0,117980,0,0,0,0,0,547,0,126148,0,0,0,0,25949,60,62,0,1
9,9.9,0,512,0,112308,0,0,0,0,0,497,0,118919,0,0,0,0,13835,57,63,0,1
10,9.95,0,553,0,110172,0,0,0,0,0,537,0,116166,0,0,0,0,11125,56,71,0,1
11,10.0,0,481,0,109904,0,0,0,0,0,507,0,115514,0,0,0,0,8683,61,61,0,1
12,10.05,0,506,0,108688,0,0,0,0,0,533,0,114647,0,0,0,0,6587,73,81,0,1
13,10.1,0,499,0,108573,0,0,0,0,0,508,0,113752,0,0,0,0,4462,67,77,0,1
14,10.15,0,504,0,106828,0,0,0,0,0,495,0,111558,0,0,0,0,2939,52,72,0,1
15,10.2,0,447,0,105657,0,0,0,0,0,556,0,110568,0,0,0,0,1683,76,72,1,1
16,10.25,0,485,0,105088,0,0,0,0,0,529,0,110026,0,0,0,0,950,66,76,0,1
17,10.3,0,475,0,106009,0,0,0,0,0,516,0,111316,0,0,0,0,776,59,77,0,1
18,10.35,0,460,0,105628,0,0,0,0,0,532,0,109776,0,0,0,0,1174,55,71,0,1
19,10.4,0,454,0,106308,0,0,0,0,0,477,0,110999,0,0,0,0,2063,46,74,1,1
20,10.45,0,431,0,105957,0,0,0,0,0,521,0,110976,0,0,0,0,3400,52,61,0,1
21,10.5,0,464,0,108011,0,0,0,0,0,499,0,113025,0,0,0,0,5245,46,77,1,1
22,10.55,0,508,0,106919,0,0,0,0,0,507,0,111706,0,0,0,0,7128,52,76,0,1
23,10.6,0,488,0,109081,0,0,0,0,0,496,0,115599,0,0,0,0,9440,54,66,0,1
24,10.65,0,455,0,110640,0,0,0,0,0,495,0,116741,0,0,0,0,11881,52,74,0,1
25,10.7,0,511,0,112346,0,0,0,0,0,517,0,118302,0,0,0,0,14389,61,80,0,1
26,10.75,0,469,0,114260,0,0,0,0,0,490,0,120327,0,0,0,0,16575,49,55,0,1
27,11.1,0,458,0,117209,0,0,0,0,0,495,0,124466,0,0,0,0,25553,47,59,0,1
28,11.5,0,484,0,118771,0,0,0,0,0,497,0,125931,0,0,0,0,27380,42,49,0,1
29,11.9,0,464,0,118060,0,0,0,0,0,536,0,125801,0,0,0,0,27448,51,57,0,1
30,12.3,0,476,0,118494,0,0,0,0,0,573,0,125329,0,0,0,0,27139,75,51,0,1
31,12.7,0,447,0,118327,0,0,0,0,0,517,0,124782,0,0,0,0,26989,59,62,0,1
32,13.1,0,447,0,119042,0,0,0,0,0,494,0,126526,0,0,0,0,27611,56,55,0,1
33,13.5,0,478,0,118337,0,0,0,0,0,503,0,125375,0,0,0,0,27405,55,70,0,1
34,13.9,0,462,0,117921,0,0,0,0,0,501,0,125984,0,0,0,0,27328,66,58,0,1
35,14.3,0,468,0,116835,0,0,0,0,0,522,0,123864,0,0,0,0,26850,59,54,0,1
