,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.3,95354,83711,0,108980,0,0,94870,0,89050,97026,90974,101896,0,0,0,0,3879,3631,2916,2762,5
1,6.7,94994,84318,0,108289,0,0,95883,0,88977,96984,90866,101700,0,0,0,0,3834,3673,2906,2817,5
2,7.1,94861,84154,0,108420,0,0,95245,0,88681,97182,90812,101987,0,0,0,0,3870,3789,3030,2847,5
3,7.5,94388,83933,0,107856,0,0,94836,0,88385,96185,90564,101154,0,0,0,0,3844,3697,2966,2823,5
4,7.9,94253,84719,0,108335,0,0,96208,0,88653,98189,91294,101940,0,0,0,0,3901,3612,2923,2859,5
5,8.3,94267,84607,0,108309,0,0,95971,0,89344,98240,91398,101616,0,0,0,0,3930,3663,2982,2778,5
6,8.7,94966,84989,0,108859,0,0,96848,0,88998,97372,90768,100895,0,0,0,0,3957,3749,2964,2903,5
7,9.1,93314,85043,0,107138,0,0,96364,0,88426,97809,91574,101050,0,0,0,0,3907,3851,3038,2975,5
8,9.5,94179,84710,0,107805,0,0,96098,0,88035,98412,91404,100989,0,0,0,0,3784,3574,2951,2725,5
9,9.9,93206,84014,0,106365,0,0,95070,0,87659,96761,90593,100323,0,0,0,0,1849,1899,1471,1424,5
10,9.95,92412,83896,0,105674,0,0,94632,0,87412,96651,91212,99667,0,0,0,0,1520,1594,1277,1192,5
11,10.0,92555,84261,0,106697,0,0,94948,0,87408,97004,91086,99862,0,0,0,0,1253,1300,978,994,5
12,10.05,92659,84098,0,106038,0,0,94714,0,87370,96802,90724,100186,0,0,0,0,1014,1009,784,797,5
13,10.1,93172,84148,0,107008,0,0,94689,0,87997,96757,90662,99800,0,0,0,0,745,738,516,571,5
14,10.15,92953,84077,0,106162,0,0,95051,0,87613,97159,90892,100039,0,0,0,0,493,463,377,337,5
15,10.2,92252,84068,0,105458,0,0,94967,0,87460,97229,90525,99482,0,0,0,0,317,342,229,252,5
16,10.25,92909,84344,0,106740,0,0,94477,0,87363,96972,90807,100108,0,0,0,0,183,181,100,145,5
17,10.3,92969,83946,0,106815,0,0,94979,0,86976,96893,91202,99584,0,0,0,0,125,135,94,102,5
18,10.35,92443,83648,0,105619,0,0,93942,0,87236,96656,91170,99376,0,0,0,0,168,163,83,157,5
19,10.4,93581,83800,0,106205,0,0,94291,0,87330,96940,90542,100038,0,0,0,0,244,268,181,169,5
20,10.45,92850,84001,0,106132,0,0,94222,0,87711,96612,91481,99744,0,0,0,0,347,382,277,291,5
21,10.5,93180,83582,0,106509,0,0,94732,0,88079,97257,90800,100400,0,0,0,0,583,570,479,457,5
22,10.55,92853,83785,0,106055,0,0,94466,0,87727,97642,90862,99826,0,0,0,0,832,848,663,643,5
23,10.6,93601,84402,0,106942,0,0,94712,0,88757,98074,91565,100120,0,0,0,0,1135,1098,845,856,5
24,10.65,93839,83978,0,106669,0,0,96312,0,87440,97613,91375,100382,0,0,0,0,1438,1459,1090,1078,5
25,10.7,93445,84471,0,106324,0,0,95236,0,87605,97839,91216,99483,0,0,0,0,1695,1700,1364,1289,5
26,10.75,93795,84699,0,106624,0,0,95598,0,88206,98559,91575,100894,0,0,0,0,2024,2064,1581,1552,5
27,11.1,92693,83968,0,106929,0,0,95491,0,87808,97534,91788,100584,0,0,0,0,3462,3441,2750,2731,5
28,11.5,93372,84524,0,106907,0,0,95778,0,87741,98310,92058,101195,0,0,0,0,3850,3715,3084,2965,5
29,11.9,93207,85038,0,106760,0,0,96512,0,88200,98285,91491,100487,0,0,0,0,3946,3753,2988,2878,5
30,12.3,93086,84229,0,106078,0,0,95374,0,87183,98547,91501,99546,0,0,0,0,3924,3680,3023,2976,5
31,12.7,93638,84960,0,106958,0,0,95924,0,87506,98877,92119,100111,0,0,0,0,3855,3842,3071,2917,5
32,13.1,92698,84114,0,106328,0,0,95450,0,87314,98953,92417,100103,0,0,0,0,3797,3745,3036,2996,5
33,13.5,92842,85286,0,106343,0,0,96081,0,87249,98697,92354,99950,0,0,0,0,3828,3780,3027,2959,5
34,13.9,92957,85275,0,105844,0,0,96587,0,87616,98944,92658,99587,0,0,0,0,3799,3725,3001,2998,5
35,14.3,92543,84668,0,106640,0,0,95526,0,87555,98547,92388,99712,0,0,0,0,3832,3710,2951,2947,5
