angle,singles,coincidences
0.0,6754.0,1297
10.0,13635.0,2808
20.0,19073.0,4093
30.0,20394.0,4369
40.0,17653.0,3720
-76.50724074538212,15969.0,3266
-74.50724074538212,16859.0,3509
-72.50724074538212,17867.0,3777
-70.50724074538212,18671.0,3933
-68.50724074538212,19533.0,4104
-66.50724074538212,19712.0,4138
-64.50724074538212,19776.0,4298
-62.50724074538212,20412.0,4526
-60.50724074538212,20219.0,4417
-58.50724074538212,20429.0,4249
13.492759254617873,16052.0,3401
18.492759254617873,18700.0,3943
23.492759254617873,20144.0,4224
28.492759254617873,20641.0,4452
