,Measurement Basis,TT,TR,RT,RR
0,H,80400,16686,113233,13693
1,D,79920,19330,108788,19176
2,R,36310,71976,70012,50878
3,V,14356,96235,22384,85728
4,A,15882,95899,20347,89658
5,L,59796,43501,57085,59368
