Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,80400,16686,113233,13693,193633,30379
1,D,79920,19330,108788,19176,188708,38506
2,R,36310,71976,70012,50878,106322,122854
3,V,14356,96235,22384,85728,36740,181963
4,A,15882,95899,20347,89658,36229,185557
5,L,59796,43501,57085,59368,116881,102869
