,Measurement Basis,TT,TR,RT,RR
0,H,90806,8231,125155,8594
1,D,43356,65894,42139,73727
2,R,71824,31175,86202,38386
3,V,6706,106928,8453,97117
4,A,54447,52376,88324,36643
5,L,24957,87029,41750,74052
