Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,90806,8231,125155,8594,215961,16825
1,D,43356,65894,42139,73727,85495,139621
2,R,71824,31175,86202,38386,158026,69561
3,V,6706,106928,8453,97117,15159,204045
4,A,54447,52376,88324,36643,142771,89019
5,L,24957,87029,41750,74052,66707,161081
